"1708 狥芇 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"410,397,550","24,430,661,143","176,437",77.00,5/22,33.70,1/17,54.53
81,"422,996,132","20,861,003,282","141,637",65.00,1/25,28.40,12/29,46.28
82,"410,429,921","13,435,061,395","114,387",43.80,4/07,24.70,1/08,31.34
83,"857,421,181","32,705,554,710","203,962",49.60,8/02,26.30,3/22,34.52
84,"412,087,519","11,102,844,165","107,170",40.20,1/05,13.30,8/15,23.71
85,"536,769,522","13,537,240,148","166,717",34.20,7/24,17.50,3/12,22.03
86,"431,868,571","10,803,396,088","111,012",33.00,4/15,17.00,10/29,23.35
87,"331,194,655","7,860,273,225","73,049",29.60,4/14,15.10,12/31,21.34
88,"73,858,476","1,095,087,428","21,536",18.50,4/21,7.90,12/27,13.20
89,"230,630,068","2,779,453,623","47,970",18.10,2/21,7.40,12/28,10.84
90,"225,701,220","1,886,667,284","45,099",11.95,5/03,4.56,10/16,7.21
91,"348,766,630","2,425,528,071","56,501",8.85,4/25,4.65,10/14,6.30
92,"167,615,868","1,074,753,952","27,473",7.60,12/30,4.96,4/29,6.06
93,"194,872,688","1,732,655,093","31,302",10.50,3/15,6.60,7/20,8.01
94,"119,498,805","1,013,731,584","24,613",9.76,9/29,6.56,4/27,8.26
95,"121,176,871","1,566,696,827","30,342",16.25,12/28,9.03,1/02,12.26
96,"379,118,303","7,570,469,048","96,511",27.30,10/29,15.85,1/11,19.57
97,"1,081,292,999","49,626,343,437","440,708",78.20,5/21,15.90,10/30,38.24
98,"1,148,947,876","36,488,684,712","413,778",41.70,6/06,24.10,1/21,30.61
99,"843,090,730","30,020,031,842","336,214",41.95,10/15,26.90,2/06,33.66
100,"480,782,398","17,579,164,110","211,665",42.30,2/10,27.70,8/09,34.71
101,"220,565,885","7,563,333,542","101,841",37.50,3/06,30.50,10/29,33.43
102,"76,479,068","2,474,288,364","39,773",34.35,5/31,30.75,11/18,32.05
程蔼基,ら戳,程基,ら戳
78.20, 97/5/21,4.56, 90/10/16
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
