"6141 琭┯ Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
92,"46,774,631","2,647,466,017","16,479",63.00,12/05,48.00,11/05,54.25
93,"86,991,195","4,084,430,000","32,459",61.00,3/03,25.10,12/28,42.50
94,"316,011,998","8,906,561,008","98,630",36.90,8/01,21.80,9/05,26.44
95,"396,471,984","12,698,240,845","125,108",42.40,11/15,24.50,1/23,29.65
96,"484,447,054","22,254,455,621","173,628",56.00,7/13,32.15,12/18,44.91
97,"151,729,598","4,713,779,985","61,920",42.60,4/23,11.55,11/21,26.61
98,"241,977,367","4,914,726,051","78,355",28.15,12/22,11.70,1/21,17.26
99,"146,661,221","3,650,300,578","52,510",29.20,1/04,19.00,6/10,22.54
100,"48,210,972","993,963,375","17,295",26.20,1/05,14.25,11/24,19.38
101,"38,608,099","543,872,895","13,733",17.30,3/01,10.80,11/22,13.24
102,"27,009,441","293,620,077","9,170",11.90,2/01,10.00,11/22,10.94
程蔼基,ら戳,程基,ら戳
63.00, 92/12/05,10.00, 102/11/22
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
