"2832 玻 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
86,"92,061,896","4,216,530,078","35,240",54.00,12/13,38.00,10/06,44.79
87,"322,935,733","15,145,264,070","82,220",60.00,4/07,37.90,9/01,44.81
88,"60,385,247","2,213,540,309","17,050",45.70,5/15,21.10,12/18,33.69
89,"124,199,870","3,276,879,430","29,351",33.50,5/20,10.50,11/20,24.83
90,"49,657,666","694,456,119","13,517",16.90,3/27,10.90,11/28,13.53
91,"114,870,053","1,529,129,186","22,009",15.50,4/22,9.90,10/08,12.15
92,"121,556,726","1,523,162,153","24,953",14.15,10/23,10.85,1/06,11.87
93,"1,054,904,770","20,714,158,765","209,415",24.40,3/10,12.75,1/02,18.39
94,"150,662,161","2,476,020,825","37,893",19.20,1/04,13.50,10/20,15.81
95,"440,323,944","8,179,479,540","105,372",21.20,5/26,14.70,1/04,17.42
96,"403,840,124","10,423,151,687","101,911",32.75,11/01,19.80,3/14,24.84
97,"279,799,777","7,479,335,583","80,071",33.05,5/07,12.30,11/20,23.55
98,"559,843,058","13,666,604,638","164,963",30.00,10/27,11.85,3/04,20.84
99,"362,273,952","9,692,439,174","118,686",29.45,12/31,21.45,10/29,26.14
100,"203,162,355","5,266,289,115","72,624",30.20,1/03,19.50,12/19,24.37
101,"72,682,235","1,534,208,960","33,555",23.95,3/23,19.15,7/13,20.84
102,"60,274,802","1,368,957,582","27,504",25.50,12/04,20.95,7/09,22.42
程蔼基,ら戳,程基,ら戳
60.00, 87/4/07,9.90, 91/10/08
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
