"2520 玜紈 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
82,"32,469,210","2,295,842,373","13,423",79.00,12/27,59.50,10/27,68.77
83,"113,056,574","7,030,807,000","42,288",85.00,1/28,32.30,11/29,53.33
84,"149,526,345","4,271,048,983","34,374",46.00,3/01,17.30,8/25,31.70
85,"420,545,883","16,123,639,994","102,094",53.50,12/23,23.10,2/06,36.95
86,"371,166,025","23,655,343,629","99,263",89.00,3/12,38.10,10/30,64.99
87,"429,020,809","18,638,012,605","104,340",73.50,3/12,27.80,12/21,46.95
88,"790,761,487","20,278,394,345","178,925",34.30,4/27,14.30,12/21,23.06
89,"575,921,114","10,047,752,086","129,631",25.90,2/22,5.60,11/21,15.26
90,"427,628,591","3,428,657,851","77,882",13.00,2/21,3.63,10/19,6.71
91,"1,310,173,391","9,527,323,971","169,709",12.15,4/25,3.80,10/14,6.36
92,"2,584,821,752","24,434,932,058","334,196",13.20,9/22,4.05,5/22,7.98
93,"3,173,938,294","40,336,663,350","510,900",17.30,3/15,8.40,8/18,11.67
94,"789,917,667","7,144,370,148","137,835",11.70,1/04,6.50,4/19,8.79
95,"2,395,754,279","29,069,684,293","379,201",19.30,12/21,6.30,3/23,10.15
96,"1,314,630,028","20,432,544,867","230,930",18.60,7/26,9.80,12/21,14.71
97,"2,273,320,197","38,469,904,033","509,888",28.75,4/15,5.21,10/29,14.38
98,"2,995,588,632","60,280,938,929","719,688",29.75,10/15,6.38,1/21,17.87
99,"2,585,457,555","69,834,876,088","731,263",35.00,12/15,20.30,5/25,26.05
100,"1,511,988,524","35,172,209,603","460,912",34.25,1/05,11.75,12/20,22.52
101,"936,021,917","17,857,274,928","302,147",22.30,12/26,13.90,1/02,18.82
102,"1,274,924,518","43,477,163,792","468,328",50.00,7/26,21.20,1/02,34.50
程蔼基,ら戳,程基,ら戳
89.00, 86/3/12,3.63, 90/10/19
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
