"1303 玭ㄈ Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"1,630,745,006","84,697,627,219","422,908",66.50,5/11,29.50,1/17,48.64
81,"308,526,660","13,478,888,601","86,392",51.00,1/30,34.80,11/09,41.45
82,"1,276,105,185","61,969,992,550","262,810",67.00,12/31,34.50,1/08,41.10
83,"2,331,955,239","142,716,919,792","549,203",74.00,1/06,50.50,10/11,58.79
84,"758,186,603","38,043,675,263","183,363",65.00,1/05,38.50,10/27,48.79
85,"2,725,479,714","152,368,675,671","584,548",72.00,12/03,38.00,1/06,49.87
86,"4,013,060,068","280,718,629,047","1,047,234",89.00,6/19,49.10,10/30,67.46
87,"2,860,324,390","136,036,130,435","699,057",67.00,3/02,29.10,9/01,48.09
88,"5,687,533,039","294,908,000,000","1,443,819",70.50,12/28,38.50,2/10,50.78
89,"3,729,715,101","233,688,877,573","1,002,147",79.50,1/11,34.70,11/21,58.66
90,"2,569,069,862","73,457,461,482","602,954",45.60,2/02,18.10,9/26,30.71
91,"3,486,183,990","113,164,915,814","744,646",39.60,3/13,24.50,9/25,31.78
92,"3,803,133,894","148,823,262,372","789,532",49.80,11/06,29.50,4/28,39.27
93,"3,410,176,349","158,450,126,962","633,010",51.50,10/12,39.70,3/23,46.55
94,"2,212,249,161","97,161,144,047","511,491",50.50,3/11,36.70,10/24,43.16
95,"2,438,531,320","115,577,520,922","568,927",54.30,12/29,42.30,8/07,47.34
96,"3,085,468,220","227,228,375,815","859,665",99.00,10/16,52.70,1/11,72.02
97,"3,418,115,632","215,197,506,142","1,207,878",91.80,1/15,34.15,12/24,59.71
98,"2,097,658,884","95,549,546,732","763,330",58.40,12/29,31.00,3/04,45.56
99,"2,582,783,602","161,056,087,376","778,169",74.50,11/09,49.60,6/09,63.14
100,"2,865,505,586","215,504,887,492","914,789",89.00,4/25,54.00,12/20,74.01
101,"1,546,151,952","90,048,665,762","628,386",72.80,2/29,46.00,11/15,58.16
102,"1,796,497,045","109,228,339,509","716,874",70.00,12/30,51.00,4/11,61.02
程蔼基,ら戳,程基,ら戳
99.00, 96/10/16,18.10, 90/9/26
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
