"3536 港承 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
97,"425,983,945","9,295,514,705","142,535",38.50,5/15,5.57,10/29,15.47
98,"1,185,830,665","13,058,340,460","259,889",13.85,12/08,6.83,1/15,10.09
99,"537,017,054","4,938,634,394","130,440",13.15,1/04,4.24,11/09,7.82
100,"295,303,023","1,918,813,419","69,175",9.97,10/20,4.62,9/30,6.27
101,"64,951,968","638,083,485","22,837",13.55,4/17,6.33,1/31,8.84
102,"57,340,270","466,529,510","20,052",9.71,5/14,6.92,1/07,7.82
程蔼基,ら戳,程基,ら戳
38.50, 97/5/15,4.24, 99/11/09
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
