"2515 い Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
82,"290,005,704","15,291,427,395","113,705",67.00,4/02,32.70,3/02,49.49
83,"1,197,004,886","66,667,380,512","304,460",68.00,9/07,43.10,3/16,52.54
84,"1,755,308,640","54,885,095,723","306,863",54.00,1/06,22.10,8/26,34.99
85,"2,956,417,098","79,197,589,723","507,979",35.80,1/04,22.40,2/05,25.97
86,"7,179,803,530","249,541,536,732","1,491,226",43.00,8/11,24.10,10/29,32.82
87,"2,865,474,421","69,420,878,369","632,773",35.00,2/24,13.50,12/19,22.67
88,"2,200,279,244","24,927,300,238","378,862",14.40,4/21,7.50,11/26,10.81
89,"1,942,095,504","15,122,115,011","281,080",13.25,2/21,1.83,12/30,6.46
90,"1,346,356,963","4,427,556,814","160,463",5.70,2/21,1.81,1/02,2.84
91,"3,007,104,981","11,476,901,185","283,200",5.65,4/25,2.10,10/08,3.31
92,"6,179,052,502","29,585,559,974","603,928",7.15,1/28,2.53,5/02,4.51
93,"7,583,358,015","51,163,158,296","760,692",9.10,3/15,4.07,8/19,6.09
94,"2,040,956,321","10,896,917,742","241,933",6.95,1/07,3.93,10/28,4.89
95,"5,038,603,127","30,827,030,030","592,864",9.10,12/11,3.43,3/24,4.75
96,"6,528,506,502","58,660,728,028","914,258",13.45,7/26,6.24,5/03,8.16
97,"5,086,338,289","45,592,826,929","881,977",12.00,4/15,4.53,10/28,8.04
98,"5,732,503,320","49,066,980,741","927,313",10.10,8/17,5.59,3/03,8.20
99,"2,691,809,288","23,271,771,357","468,478",10.75,12/31,6.63,5/25,7.94
100,"3,415,576,764","33,368,762,973","698,076",11.85,1/05,6.89,9/26,9.12
101,"2,130,295,877","16,745,945,095","428,230",9.15,3/16,6.23,6/04,7.60
102,"2,170,611,005","18,967,287,156","410,018",9.55,2/23,7.87,4/16,8.57
程蔼基,ら戳,程基,ら戳
68.00, 83/9/07,1.81, 90/1/02
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
