"1313 羛Θ Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"585,550,541","24,742,922,114","191,514",59.50,4/12,21.40,1/17,40.14
81,"210,182,018","5,810,489,977","63,742",36.30,1/30,15.00,12/29,25.31
82,"1,021,054,332","19,434,671,234","193,471",23.90,4/07,13.60,1/08,18.26
83,"5,080,140,113","257,984,369,923","893,106",91.50,12/08,20.50,1/21,51.94
84,"2,009,246,608","91,833,553,349","460,648",84.50,1/05,25.50,8/25,48.56
85,"2,464,529,227","81,745,243,413","481,536",44.00,4/08,26.80,6/01,32.23
86,"2,533,699,425","89,816,605,994","528,566",51.00,2/25,18.60,12/01,30.85
87,"2,883,979,739","61,654,973,395","492,445",26.50,1/16,13.30,9/02,20.61
88,"6,045,872,195","161,822,000,000","1,092,971",38.90,5/07,13.75,2/06,24.21
89,"2,058,804,847","41,498,813,296","416,071",30.20,1/29,3.86,11/24,15.19
90,"898,466,293","5,094,465,562","142,588",8.50,2/20,3.20,7/20,5.17
91,"5,918,295,455","71,281,412,617","814,019",16.00,12/11,5.10,1/02,11.15
92,"5,711,012,154","84,060,146,270","879,344",20.50,1/14,8.55,5/02,14.17
93,"2,834,092,111","39,783,230,831","448,837",17.10,2/11,10.00,6/17,13.12
94,"1,316,741,570","16,275,930,257","230,960",14.35,1/19,9.31,10/26,11.63
95,"1,829,419,683","23,213,738,535","317,616",17.70,12/29,9.50,3/17,11.71
96,"2,013,829,045","42,485,075,752","385,751",28.30,10/02,15.40,12/21,19.67
97,"1,266,276,012","21,477,881,319","268,988",23.80,5/23,6.54,10/28,15.45
98,"1,656,576,359","24,000,030,747","325,029",17.90,5/27,8.70,3/03,13.65
99,"2,132,934,170","42,626,208,011","418,033",25.75,12/23,14.05,2/06,19.36
100,"1,128,282,962","23,945,309,364","272,097",25.75,1/04,12.60,10/05,20.10
101,"519,015,127","8,850,718,154","148,325",19.70,2/06,14.60,10/29,16.44
102,"359,527,534","5,455,769,238","121,974",17.40,1/07,13.50,8/29,15.19
程蔼基,ら戳,程基,ら戳
91.50, 83/12/08,3.20, 90/7/20
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
