"1109 獺 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"22,476,569","1,511,852,024","12,325",72.50,12/07,63.50,12/17,66.39
81,"198,825,454","13,453,999,542","53,878",83.00,3/07,42.90,9/18,65.21
82,"490,367,007","22,934,499,798","116,445",64.00,3/23,34.80,9/25,46.91
83,"180,380,383","7,445,461,521","42,962",52.00,1/07,30.50,11/01,37.20
84,"388,015,923","14,967,013,276","78,400",44.00,2/28,30.10,11/30,35.52
85,"165,525,258","6,086,616,631","34,398",42.80,12/31,30.50,1/06,34.82
86,"255,384,145","10,340,820,347","53,828",49.20,3/22,25.10,10/29,36.22
87,"87,399,429","2,447,350,715","19,836",35.70,3/09,19.00,12/31,27.76
88,"62,408,048","1,108,991,751","13,950",23.00,5/07,11.80,11/10,17.00
89,"53,896,527","721,689,175","12,139",17.10,2/17,8.50,10/02,12.48
90,"10,908,521","112,616,137","3,555",13.10,1/30,8.70,11/12,10.55
91,"28,739,055","288,225,805","9,613",12.20,4/25,7.95,10/08,9.57
92,"116,661,447","1,093,301,295","23,483",11.40,1/17,7.50,5/02,8.79
93,"134,618,751","1,496,487,512","27,978",13.25,3/15,8.65,6/21,10.31
94,"56,012,745","565,249,147","10,255",11.15,1/10,8.70,10/21,9.46
95,"193,446,073","2,257,241,931","36,553",13.80,12/05,8.95,1/02,10.51
96,"184,363,573","2,332,534,727","39,919",14.40,7/18,10.20,12/18,11.99
97,"157,119,190","1,918,320,419","39,181",16.10,5/20,6.40,10/27,10.35
98,"104,540,260","1,016,813,364","29,878",11.55,8/17,7.80,1/21,9.59
99,"51,180,265","518,052,416","15,922",11.20,1/11,9.40,2/09,9.99
100,"41,907,815","441,976,993","10,708",11.80,8/02,9.66,3/17,10.54
101,"20,035,670","212,031,764","5,910",11.55,3/23,10.00,6/04,10.55
102,"27,898,777","302,090,240","7,613",12.20,12/30,10.30,8/19,10.70
程蔼基,ら戳,程基,ら戳
83.00, 81/3/07,6.40, 97/10/27
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
