"2390 おò Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
88,"351,427,441","29,720,498,933","148,121",116.50,7/05,65.00,10/07,78.78
89,"1,822,429,601","210,644,692,662","729,866",193.00,6/08,41.50,12/28,112.62
90,"2,077,664,105","86,385,370,380","624,620",74.00,2/16,18.50,9/19,40.69
91,"1,728,390,606","58,921,110,407","457,404",46.50,1/22,14.60,12/20,25.76
92,"687,513,752","8,670,937,381","152,337",17.40,1/10,9.50,4/28,12.06
93,"514,963,010","5,902,844,252","101,591",14.10,3/05,6.80,12/01,10.05
94,"187,795,630","1,342,735,314","43,451",8.90,7/15,4.38,10/28,6.64
95,"176,466,275","1,208,992,520","42,269",8.52,12/05,5.20,9/15,6.61
96,"419,685,035","4,803,328,971","101,904",15.50,7/25,7.64,2/01,10.53
97,"84,062,771","594,407,574","24,300",10.10,5/05,3.92,9/18,6.93
98,"293,931,493","2,993,447,585","73,942",15.10,12/10,4.71,2/06,7.06
99,"513,692,838","6,101,406,777","134,559",14.55,1/04,9.00,2/09,11.38
100,"180,050,915","1,579,920,149","48,062",10.85,1/17,6.66,11/25,8.59
101,"446,909,948","5,255,952,922","130,471",14.90,12/20,7.00,7/25,9.22
102,"699,892,168","14,404,755,776","271,776",25.60,2/27,13.35,1/02,19.18
程蔼基,ら戳,程基,ら戳
193.00, 89/6/08,3.92, 97/9/18
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
