"2471 戈硄 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
90,"53,320,781","1,046,493,077","18,032",30.80,12/26,10.65,9/24,15.73
91,"131,113,424","3,370,602,580","49,611",36.00,2/01,10.20,12/31,18.76
92,"82,203,854","1,163,502,860","25,724",17.30,12/31,9.00,4/30,12.72
93,"122,856,166","1,959,158,369","37,993",18.80,2/24,11.30,7/20,14.01
94,"79,314,740","914,005,648","22,315",14.25,2/25,8.63,9/27,10.63
95,"60,167,398","556,698,556","15,953",11.60,12/13,6.53,9/15,8.04
96,"229,333,541","3,299,680,453","64,830",18.75,7/26,7.26,12/21,12.94
97,"36,927,544","315,556,496","11,162",11.70,5/02,3.61,11/20,7.49
98,"191,993,197","2,435,355,460","52,770",21.95,12/17,4.19,1/20,8.22
99,"645,447,512","19,388,298,281","280,519",40.90,4/16,16.15,1/08,29.91
100,"252,695,660","6,333,540,847","119,328",30.95,6/15,12.50,12/20,22.95
101,"100,930,890","1,836,079,200","48,297",22.15,2/16,14.00,1/13,17.27
102,"154,408,686","2,995,488,811","69,608",23.85,8/07,15.60,1/17,18.29
程蔼基,ら戳,程基,ら戳
40.90, 99/4/16,3.61, 97/11/20
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
