"2204 い地 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"313,773,626","27,728,622,361","148,207",108.00,4/29,66.00,8/20,83.50
81,"402,087,455","30,922,959,689","142,921",85.00,7/06,64.50,4/15,75.12
82,"357,957,514","26,434,551,270","121,490",93.00,3/05,53.00,9/10,67.92
83,"354,166,996","20,957,399,395","90,742",71.50,1/06,54.00,12/15,58.52
84,"226,269,506","11,173,730,811","58,389",60.00,5/30,34.50,8/14,47.33
85,"300,824,852","12,961,963,871","74,538",49.90,5/09,34.60,8/29,41.36
86,"1,044,281,318","77,085,109,058","235,457",108.00,9/01,46.40,1/06,69.50
87,"1,170,801,186","88,284,389,396","352,790",96.00,5/26,57.00,10/06,73.31
88,"893,730,480","42,248,502,722","270,325",61.00,1/07,30.70,11/26,44.95
89,"1,002,865,632","33,398,372,436","269,334",39.00,1/29,26.30,7/05,32.51
90,"582,785,379","15,546,784,744","154,082",35.50,1/29,17.20,7/25,25.99
91,"2,452,074,763","113,599,683,606","526,840",72.50,12/19,22.40,1/16,37.90
92,"2,113,251,728","133,889,345,065","522,940",75.50,1/21,52.00,4/28,62.33
93,"1,544,194,103","81,084,363,718","426,114",74.50,3/19,33.60,8/03,48.77
94,"669,991,992","23,012,797,632","217,268",41.70,1/17,26.80,9/29,33.71
95,"695,364,528","22,463,924,813","222,201",40.20,2/10,24.50,8/23,31.32
96,"568,784,451","16,764,106,969","176,189",34.20,1/04,22.95,12/21,29.22
97,"693,099,142","12,890,397,408","206,913",29.75,3/26,7.51,11/25,18.88
98,"3,681,383,981","66,102,925,269","821,143",26.40,10/15,8.05,1/21,17.40
99,"2,567,017,050","63,475,435,476","722,964",31.60,12/15,17.20,2/02,22.44
100,"2,260,573,683","65,916,496,710","835,209",37.15,7/28,21.55,3/16,28.16
101,"1,300,700,093","37,048,570,501","542,076",34.90,2/13,22.25,5/24,27.54
102,"446,354,459","12,087,122,760","223,590",30.00,3/13,23.80,8/09,26.99
程蔼基,ら戳,程基,ら戳
108.00, 86/9/01,7.51, 97/11/25
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
