"6271 猋筿 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
96,"34,963,036","3,034,628,958","16,388",99.90,12/12,72.80,11/27,87.87
97,"94,516,477","5,857,193,130","48,091",102.00,5/19,23.25,11/18,66.09
98,"368,445,525","21,554,009,352","177,852",116.50,12/31,29.10,1/05,59.50
99,"283,856,286","34,786,457,201","160,367",157.00,9/24,94.60,2/23,124.23
100,"595,213,475","57,135,405,366","328,751",164.00,3/09,63.20,11/25,108.59
101,"462,429,716","45,244,274,228","276,213",119.50,3/09,69.30,1/02,97.73
102,"304,788,631","40,717,971,418","189,875",164.50,11/06,101.50,1/02,139.70
程蔼基,ら戳,程基,ら戳
164.50, 102/11/06,23.25, 97/11/18
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
