"3701 渤北 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
93,"80,395,751","494,675,329","24,415",10.30,8/31,4.45,12/08,5.99
94,"174,261,056","785,622,773","48,807",5.53,6/27,3.25,4/21,4.38
95,"103,875,466","330,313,446","34,769",5.29,10/18,1.36,9/21,3.19
96,"42,369,495","232,495,305","25,463",13.00,10/18,3.65,5/17,6.26
97,"5,086,813","30,883,835","5,357",9.36,1/02,2.13,10/02,5.79
98,"27,530,840","112,035,028","7,779",5.00,4/24,2.87,7/30,3.78
99,"14,186,227","70,055,207","12,003",12.45,12/31,3.62,7/05,5.23
100,"5,122,279","54,052,694","7,087",14.00,1/25,8.11,11/23,10.40
101,"11,175,578","105,866,858","5,158",10.25,9/28,8.21,6/14,9.26
102,"3,381,862","28,214,568","5,805",9.78,2/18,4.90,10/01,7.98
程蔼基,ら戳,程基,ら戳
14.00, 100/1/25,1.36, 95/9/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
