"2340 経 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
84,"46,962,081","1,956,089,018","18,180",60.00,5/05,24.00,11/25,38.31
85,"193,630,971","6,062,317,531","50,915",40.50,11/06,21.00,7/30,27.15
86,"1,585,783,903","134,946,601,180","496,989",136.50,8/26,35.50,1/04,73.55
87,"1,878,256,908","165,160,145,619","598,593",141.50,4/01,47.00,10/06,87.71
88,"1,888,412,065","94,511,481,352","596,058",77.00,7/03,28.50,10/29,47.85
89,"3,036,925,948","148,887,954,648","953,068",76.00,4/14,14.20,12/30,45.65
90,"2,722,623,935","61,823,903,512","679,821",37.00,3/28,8.95,9/21,20.21
91,"2,584,055,679","55,299,408,255","642,961",29.80,4/04,11.50,12/24,18.47
92,"1,991,888,118","23,411,902,036","350,024",14.90,6/20,8.70,5/02,11.19
93,"2,886,577,729","29,549,831,970","429,885",14.20,3/03,4.76,12/24,9.20
94,"3,769,009,875","33,976,453,990","560,653",13.20,7/20,4.21,1/14,8.19
95,"3,390,946,433","52,037,507,542","660,877",20.80,12/15,10.40,2/23,14.43
96,"3,081,004,157","83,566,887,697","788,715",45.45,10/24,18.10,1/11,26.96
97,"1,214,826,197","27,573,358,194","408,403",34.95,5/23,6.71,11/21,21.52
98,"4,362,802,264","101,572,432,632","1,205,666",30.35,11/24,10.15,1/10,23.32
99,"1,309,491,758","33,254,238,503","464,846",31.60,1/19,19.50,11/16,23.54
100,"758,370,577","12,671,668,289","250,566",22.70,1/13,9.86,12/19,16.12
101,"840,434,645","11,248,349,209","256,277",15.85,2/23,10.60,10/29,12.58
102,"680,131,149","8,312,865,220","189,971",13.35,3/11,10.95,8/28,11.90
程蔼基,ら戳,程基,ら戳
141.50, 87/4/01,4.21, 94/1/14
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
