"2615 窾 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
85,"224,708,604","15,779,565,780","46,349",82.00,10/16,56.00,6/15,69.64
86,"562,248,495","37,856,980,136","179,736",93.50,3/13,43.10,12/01,64.21
87,"428,982,109","19,592,667,054","111,638",53.00,4/09,36.80,9/03,44.67
88,"711,990,478","29,101,593,940","147,051",48.50,5/05,25.00,12/27,36.30
89,"501,751,414","11,864,423,292","131,752",33.30,2/21,13.80,9/20,23.17
90,"241,166,413","3,977,175,720","61,516",22.00,1/04,10.50,10/08,15.07
91,"913,151,022","20,724,038,556","197,351",30.80,12/20,11.80,1/21,20.69
92,"1,229,403,527","37,819,551,404","275,998",35.50,7/29,25.00,4/28,30.60
93,"1,608,260,479","51,953,477,835","324,115",37.30,10/12,23.40,5/18,30.98
94,"1,154,442,640","34,332,756,031","230,245",37.30,2/25,18.90,10/28,28.76
95,"1,086,653,591","22,161,386,761","229,945",24.25,5/08,17.25,9/12,20.11
96,"2,105,010,016","56,018,773,465","547,398",33.95,11/07,19.00,1/11,24.71
97,"1,561,642,117","36,736,557,466","461,549",31.20,1/15,10.80,10/28,21.12
98,"880,060,460","14,176,852,549","275,142",18.90,5/26,12.55,1/21,15.67
99,"842,854,592","16,959,964,893","304,464",26.00,12/31,14.90,2/09,19.85
100,"495,532,916","9,451,106,993","215,931",26.15,1/04,12.35,11/30,18.72
101,"318,444,382","4,907,101,398","151,062",17.65,3/01,13.10,5/18,15.39
102,"325,249,058","5,194,240,432","143,903",17.65,1/11,14.35,11/26,16.13
程蔼基,ら戳,程基,ら戳
93.50, 86/3/13,10.50, 90/10/08
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
