"2373 綺ス︽ Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
88,"2,255,769,942","123,653,000,000","677,397",70.50,12/16,33.40,2/05,49.09
89,"2,955,757,900","163,282,878,490","888,963",84.50,4/10,19.10,10/20,50.27
90,"1,737,261,283","35,025,628,896","387,850",36.30,5/24,6.00,10/09,20.32
91,"1,234,345,060","14,552,619,671","252,696",15.70,4/17,7.00,8/13,10.32
92,"489,756,721","9,982,508,485","124,866",25.40,7/28,11.60,5/02,18.18
93,"257,982,994","5,555,976,132","70,349",25.40,3/05,16.20,6/30,19.59
94,"66,247,386","1,172,624,287","22,465",20.45,6/27,15.65,10/20,17.71
95,"31,947,713","596,035,456","16,699",21.00,1/06,16.20,9/15,18.25
96,"505,473,160","14,354,148,176","171,457",38.40,10/29,18.00,3/05,24.01
97,"74,457,843","2,087,057,164","33,127",32.30,4/23,19.65,9/18,26.52
98,"40,917,171","1,280,613,606","21,958",37.40,11/19,21.70,1/21,30.42
99,"235,057,622","12,284,661,554","112,884",71.00,8/17,34.05,2/05,47.91
100,"168,743,274","9,089,239,446","76,016",62.20,7/26,41.00,9/28,50.99
101,"46,841,599","2,202,345,209","29,530",54.80,3/16,40.15,1/12,46.32
102,"116,516,846","6,552,453,604","47,989",68.20,10/18,42.50,1/08,55.31
程蔼基,ら戳,程基,ら戳
84.50, 89/4/10,6.00, 90/10/09
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
