"2387 弘じ Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
88,"161,294,616","5,395,372,918","50,218",44.40,6/25,27.50,12/10,35.29
89,"274,487,280","9,312,051,731","84,697",39.80,9/01,28.50,1/04,33.07
90,"75,025,110","2,541,964,177","21,198",37.20,3/29,26.60,11/23,32.23
91,"38,596,738","1,292,768,006","8,812",37.70,3/05,29.00,10/15,33.34
92,"228,710,984","7,586,574,290","35,620",41.10,8/05,27.60,3/12,33.10
93,"98,161,088","2,724,390,159","25,422",35.40,2/27,21.00,12/10,26.74
94,"138,734,811","4,712,305,881","53,728",44.00,12/30,23.30,2/15,30.76
95,"257,148,030","9,672,983,066","104,891",47.50,5/26,26.50,9/15,35.08
96,"537,053,449","21,834,671,075","204,834",48.30,7/04,30.30,12/18,39.17
97,"207,600,976","6,393,422,384","84,133",40.00,4/28,13.75,11/21,30.51
98,"471,051,112","13,940,349,856","163,209",38.65,8/12,14.70,2/02,28.33
99,"204,520,345","6,900,994,867","74,866",39.30,1/19,27.05,5/25,32.65
100,"74,618,984","2,041,658,229","33,575",34.25,1/20,16.45,12/30,25.46
101,"155,405,705","2,647,465,731","57,792",23.90,3/09,10.55,10/29,15.30
102,"98,049,079","1,205,320,408","31,085",14.80,5/24,10.65,11/26,12.37
程蔼基,ら戳,程基,ら戳
48.30, 96/7/04,10.55, 101/10/29
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
