"2380 璱 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
87,"20,243,327","3,053,680,984","11,401",162.00,12/16,125.00,12/03,147.33
88,"295,689,866","50,257,137,776","174,185",300.00,7/03,81.50,2/02,159.47
89,"514,479,907","57,040,739,731","271,413",220.00,4/06,45.90,10/19,113.27
90,"1,401,074,433","88,878,911,199","572,936",111.00,4/24,31.90,10/03,65.89
91,"622,230,891","25,357,586,748","240,935",54.50,1/11,19.80,12/31,35.45
92,"439,186,694","11,671,514,715","135,219",31.60,7/21,18.20,5/02,24.50
93,"379,355,705","10,108,343,179","112,836",32.50,2/23,16.80,7/20,23.13
94,"849,727,965","21,813,133,855","248,052",33.10,8/11,15.20,5/17,21.80
95,"390,587,072","9,699,604,501","126,497",31.50,1/05,18.55,9/14,24.00
96,"452,829,700","10,139,551,317","140,020",25.50,4/02,16.50,8/17,21.23
97,"131,630,447","2,090,378,512","45,778",19.50,1/24,6.26,11/21,13.92
98,"293,948,227","3,827,209,403","78,913",16.85,12/17,6.61,1/20,10.99
99,"845,582,947","16,537,330,784","249,121",25.25,6/01,12.50,2/06,17.46
100,"490,297,635","10,073,330,303","156,704",25.70,3/09,9.60,11/24,16.49
101,"127,028,867","1,408,092,181","41,248",14.55,3/03,7.20,11/05,10.05
102,"249,130,122","2,528,729,172","71,252",12.60,11/04,7.75,8/23,8.74
程蔼基,ら戳,程基,ら戳
300.00, 88/7/03,6.26, 97/11/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
