"4930 燦星網 年度成交資訊(元,股)"
年度,成交股數,成交金額,成交筆數,最高價,日期,最低價,日期,收盤平均價
99,"848,064,388","33,127,703,664","375,580",47.80,8/09,28.40,6/30,39.80
100,"528,804,803","18,115,281,675","258,921",48.00,1/04,16.35,12/20,30.63
101,"326,471,180","5,419,025,712","127,041",24.35,3/02,10.00,11/01,14.97
102,"565,006,897","7,666,077,045","167,862",16.95,12/03,10.95,8/30,12.81
近年最高價,日期,近年最低價,日期
48.00, 100/1/04,10.00, 101/11/01
說明：          1. 本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。
