"2851 い玂 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
89,"109,438,000","937,763,950","22,199",13.50,7/06,6.25,11/21,8.30
90,"145,169,299","1,345,508,437","28,893",10.60,9/04,7.40,1/02,8.92
91,"229,164,554","2,428,417,550","37,927",12.00,11/18,9.30,1/10,10.43
92,"101,333,799","1,215,029,623","22,131",13.20,6/18,10.75,1/02,11.99
93,"498,271,575","7,204,945,449","100,800",18.40,3/10,12.00,7/26,13.59
94,"116,575,635","1,445,633,491","19,997",13.90,1/03,11.10,10/20,12.40
95,"62,570,514","752,399,084","14,106",13.00,12/05,10.70,7/18,11.87
96,"146,278,153","2,291,151,243","36,305",19.70,11/02,12.45,3/06,14.64
97,"156,842,424","2,626,092,465","46,934",20.50,4/25,6.81,10/28,14.29
98,"135,268,836","1,398,599,074","26,285",14.20,10/16,7.10,1/21,10.81
99,"165,422,119","2,642,040,806","50,559",19.40,12/31,11.55,2/06,15.46
100,"51,638,064","841,322,920","22,587",19.80,1/03,12.10,12/20,15.90
101,"42,594,376","536,432,293","20,270",13.80,12/28,10.85,4/20,12.61
102,"40,160,725","544,735,045","14,860",14.40,12/31,12.75,7/23,13.55
程蔼基,ら戳,程基,ら戳
20.50, 97/4/25,6.25, 89/11/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
