"2331 弘璣 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
83,"30,187,530","1,941,649,068","13,713",75.00,9/30,51.00,9/21,61.72
84,"422,410,330","14,945,822,915","105,438",64.50,5/15,23.00,11/01,42.34
85,"893,860,321","22,050,551,125","178,775",36.20,11/07,17.60,7/19,23.75
86,"1,863,495,748","90,012,220,836","494,597",74.50,4/07,23.30,10/30,46.95
87,"1,848,996,351","64,123,703,460","466,270",67.00,11/03,14.40,8/28,35.20
88,"495,600,291","41,435,181,866","144,919",129.50,11/03,46.50,2/06,92.20
89,"216,020,086","23,654,147,175","88,439",161.00,4/12,36.20,12/28,104.66
90,"2,465,555,086","312,519,384,063","1,090,101",214.00,12/31,38.00,1/02,119.16
91,"1,954,507,080","268,077,035,437","903,557",242.00,1/29,57.00,12/20,133.71
92,"2,022,465,839","87,255,541,760","719,805",70.00,1/15,30.80,9/08,42.86
93,"1,821,421,010","38,007,294,058","484,538",36.70,2/23,10.15,9/21,20.77
94,"1,567,443,025","35,082,612,786","410,145",27.25,10/07,17.50,4/21,21.51
95,"1,010,590,416","20,203,025,411","272,682",25.60,1/06,15.40,11/13,19.35
96,"2,871,818,658","58,784,717,216","648,025",27.35,7/26,11.65,12/21,18.66
97,"1,351,592,292","15,238,866,469","288,160",16.20,4/17,4.78,11/21,10.46
98,"3,531,963,061","41,751,479,921","654,191",15.35,12/31,5.60,1/21,11.03
99,"1,325,933,947","16,919,087,655","303,080",15.90,1/04,10.05,5/25,12.14
100,"903,923,798","8,694,253,786","216,548",12.45,1/27,5.57,12/19,8.75
101,"1,913,054,885","19,557,271,359","442,971",13.00,7/05,6.22,1/16,9.18
102,"2,194,482,014","27,416,467,936","450,285",18.00,12/11,9.05,1/02,12.27
程蔼基,ら戳,程基,ら戳
242.00, 91/1/29,4.78, 97/11/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
