"1702 玭勾 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"510,370,584","28,672,946,535","218,894",75.50,4/29,30.10,1/17,55.20
81,"336,341,895","14,742,732,697","118,780",60.00,2/11,17.20,12/29,38.04
82,"387,198,012","9,331,380,684","99,007",32.00,4/07,15.30,1/08,22.14
83,"503,321,796","13,357,258,109","129,032",31.60,1/11,20.00,3/14,25.22
84,"221,558,403","4,606,052,012","62,123",30.00,1/05,13.60,8/25,20.14
85,"303,058,891","6,659,022,009","69,252",25.80,6/22,15.30,3/13,21.25
86,"664,776,158","17,133,031,217","157,902",33.70,4/26,17.00,10/29,24.66
87,"500,886,913","9,503,964,076","105,974",25.50,4/03,9.60,12/31,16.91
88,"259,201,754","2,430,443,905","48,069",12.15,4/21,5.60,12/17,8.49
89,"241,981,718","1,927,304,412","42,952",12.70,2/22,3.06,11/02,5.94
90,"101,284,902","499,089,848","20,515",6.60,3/26,3.19,11/29,4.37
91,"321,475,510","2,334,285,560","65,898",9.25,2/20,4.05,10/14,6.44
92,"227,038,033","1,436,313,034","43,655",7.45,11/06,4.65,5/02,6.03
93,"386,227,459","3,321,850,157","69,065",11.40,3/05,5.70,11/02,7.26
94,"83,171,249","470,004,902","20,040",7.50,1/04,4.46,9/29,5.35
95,"175,016,207","1,010,805,185","34,714",7.27,12/29,4.25,9/15,5.18
96,"718,068,383","7,974,860,218","147,357",15.50,10/01,7.10,12/21,10.24
97,"464,649,564","4,926,004,700","116,941",14.30,5/23,3.95,9/18,8.02
98,"981,234,455","16,907,175,110","264,360",32.20,12/23,4.08,3/03,11.96
99,"1,399,108,216","52,365,562,579","571,601",48.50,4/29,22.55,2/06,37.05
100,"695,584,302","23,609,400,831","305,776",46.10,3/21,18.40,10/05,33.20
101,"530,491,153","16,009,168,126","250,677",36.45,3/03,22.65,1/02,29.16
102,"492,425,740","19,280,180,178","243,536",52.60,10/22,27.10,4/16,37.06
程蔼基,ら戳,程基,ら戳
75.50, 80/4/29,3.06, 89/11/02
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
