"1507 ッ Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"480,866,607","75,749,339,310","265,539",236.00,6/24,75.00,1/16,162.48
81,"237,561,745","35,296,755,931","123,967",195.00,1/29,102.00,9/26,142.64
82,"365,550,111","45,705,561,531","150,420",157.00,12/31,93.50,9/16,116.48
83,"557,590,707","81,033,427,840","250,978",175.00,1/17,120.00,10/11,139.08
84,"240,599,778","19,922,422,336","107,205",127.00,1/05,55.50,8/15,82.33
85,"321,511,486","21,452,868,141","112,347",82.00,4/15,57.00,8/20,64.37
86,"506,347,609","31,844,914,124","165,943",76.00,2/13,42.50,10/28,58.16
87,"479,510,722","19,619,766,201","146,425",55.00,4/10,29.20,9/04,40.80
88,"448,393,011","12,146,886,987","125,294",34.30,5/05,18.60,12/27,25.93
89,"452,997,286","8,029,392,545","109,782",24.40,2/21,9.60,11/20,16.28
90,"553,146,645","7,514,137,863","121,663",15.90,2/02,10.80,1/02,13.01
91,"1,415,268,475","27,806,763,645","276,524",29.80,12/19,12.50,2/26,17.21
92,"916,222,017","21,115,504,093","218,937",29.20,1/24,16.50,5/02,21.33
93,"526,588,163","11,995,723,680","117,978",28.40,3/15,16.20,5/18,19.80
94,"419,766,327","8,506,864,684","119,613",24.95,9/05,16.35,5/31,19.33
95,"369,712,276","6,937,078,077","101,006",21.50,5/16,15.85,9/15,18.03
96,"1,067,148,580","26,115,246,384","267,727",31.85,10/12,18.00,3/14,22.47
97,"512,793,013","10,888,741,507","156,096",29.50,4/11,10.10,10/28,19.59
98,"570,775,896","11,131,019,928","160,980",27.30,11/17,12.30,1/21,19.35
99,"440,866,682","14,810,485,242","160,191",47.80,12/23,22.15,2/06,33.09
100,"366,880,906","18,227,805,246","186,181",58.60,5/06,38.40,2/14,48.87
101,"202,599,791","10,238,621,008","108,720",62.70,10/01,44.75,4/05,50.85
102,"378,872,106","26,031,388,669","207,991",95.00,11/28,53.20,1/03,70.03
程蔼基,ら戳,程基,ら戳
236.00, 80/6/24,9.60, 89/11/20
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
