"3051 疭 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
91,"127,994,082","6,351,062,160","31,423",57.50,12/04,37.50,10/29,49.07
92,"719,350,690","55,847,333,592","244,077",116.00,10/17,37.30,3/06,69.58
93,"1,532,425,881","143,352,915,427","586,011",150.00,4/22,59.00,10/27,98.64
94,"2,278,232,127","160,345,193,341","851,333",96.70,4/04,38.95,10/27,69.39
95,"2,580,733,487","91,916,594,336","799,276",64.10,1/10,21.30,10/02,31.94
96,"2,448,662,837","44,199,894,675","592,243",23.90,7/12,9.82,12/18,17.39
97,"1,517,063,297","12,391,169,965","295,437",14.45,5/23,0.67,11/28,6.43
98,"131,033,513","188,699,917","14,585",2.26,4/15,0.73,1/20,1.36
99,"617,240,854","3,227,992,925","111,475",11.10,8/19,2.28,2/09,4.88
100,"106,192,047","376,747,908","25,892",5.81,1/03,1.21,10/04,2.67
101,"31,830,361","71,177,046","7,165",3.17,9/11,1.37,5/25,2.02
102,"146,402,390","840,741,466","21,777",8.55,6/04,1.85,3/27,4.55
程蔼基,ら戳,程基,ら戳
150.00, 93/4/22,0.67, 97/11/28
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
