"2388 脖 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
88,"1,407,316,145","311,275,000,000","694,650",345.00,12/28,128.00,3/05,191.72
89,"3,115,634,058","1,172,813,698,214","1,813,920",629.00,4/12,165.00,12/28,400.73
90,"4,654,897,859","918,833,896,766","2,355,519",365.00,3/27,70.00,10/08,215.49
91,"3,825,627,016","362,730,301,831","1,662,247",156.00,2/06,35.50,12/20,83.96
92,"2,537,688,626","115,817,215,388","830,253",61.50,8/04,32.30,4/04,45.21
93,"1,480,682,513","41,751,335,905","456,110",49.60,1/09,16.30,12/23,29.43
94,"5,611,615,037","118,581,910,937","1,194,420",27.80,8/04,14.70,1/27,19.43
95,"6,528,314,772","188,623,203,789","1,598,731",40.55,12/29,17.90,2/14,26.00
96,"5,239,957,735","167,305,586,229","1,475,015",41.40,1/02,15.60,11/12,28.99
97,"2,834,414,479","46,742,748,752","746,676",24.00,6/18,4.89,11/26,15.79
98,"2,656,918,445","41,114,153,202","623,393",32.30,9/22,8.01,1/06,15.99
99,"1,380,055,166","35,305,703,920","474,434",32.80,12/29,15.85,2/06,23.37
100,"1,257,044,334","38,282,159,578","505,760",38.15,7/07,14.80,12/20,28.19
101,"954,987,375","17,202,782,451","347,811",25.60,12/06,7.77,8/07,16.32
102,"715,095,770","16,922,227,810","278,949",31.50,11/26,17.00,8/08,22.14
程蔼基,ら戳,程基,ら戳
629.00, 89/4/12,4.89, 97/11/26
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
