"1722  Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
87,"1,072,428,870","74,214,921,519","397,295",85.50,4/07,48.60,9/01,64.85
88,"1,764,939,521","92,255,088,651","486,431",68.50,10/12,37.30,12/28,48.89
89,"1,196,232,929","40,262,553,628","317,424",49.60,2/11,11.40,12/28,29.41
90,"1,739,244,857","27,459,994,553","324,931",20.30,2/20,10.10,7/25,14.73
91,"2,551,065,664","50,112,306,721","451,937",24.30,4/23,13.90,10/14,18.10
92,"2,316,666,439","45,101,812,155","343,038",23.70,10/22,15.30,3/11,18.54
93,"4,945,116,678","147,727,560,851","918,731",37.60,3/05,20.80,1/02,29.31
94,"2,213,774,995","82,664,902,746","485,731",45.40,7/22,30.40,11/07,37.60
95,"2,305,328,189","121,869,673,010","555,488",69.00,12/04,34.75,1/03,50.82
96,"2,011,113,712","137,543,606,783","604,584",86.00,11/01,53.00,3/14,67.70
97,"4,306,966,211","388,539,466,412","1,659,946",161.50,5/12,35.30,10/29,98.09
98,"3,771,564,119","319,431,645,119","1,599,984",122.50,10/08,49.00,3/03,91.27
99,"1,727,128,285","175,015,831,503","800,420",126.50,1/18,82.10,5/27,101.47
100,"1,583,676,510","142,253,632,651","794,108",117.50,1/05,63.30,12/19,88.65
101,"974,082,735","72,236,278,021","530,474",84.70,3/02,63.40,7/18,73.18
102,"841,897,510","60,454,760,710","425,966",78.40,6/04,66.00,12/20,71.54
程蔼基,ら戳,程基,ら戳
161.50, 97/5/12,10.10, 90/7/25
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
