"8422 可寧衛 年度成交資訊(元,股)"
年度,成交股數,成交金額,成交筆數,最高價,日期,最低價,日期,收盤平均價
100,"33,910,852","6,018,020,061","25,399",209.50,11/15,149.00,10/14,175.74
101,"136,735,656","28,096,932,613","82,868",236.00,3/20,166.00,1/13,202.87
102,"112,267,822","22,815,555,463","88,301",259.00,5/20,157.00,8/30,203.00
近年最高價,日期,近年最低價,日期
259.00, 102/5/20,149.00, 100/10/14
說明：          1. 本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。
