"1902  Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"2,120,388,605","71,949,966,490","530,537",46.00,6/18,18.30,1/16,33.32
81,"915,450,964","28,795,909,964","207,092",37.50,1/23,18.00,12/29,29.05
82,"2,151,197,634","59,194,499,580","374,544",39.90,4/22,16.30,1/08,25.26
83,"3,235,066,656","113,870,200,018","564,681",47.90,12/30,23.70,3/22,33.65
84,"2,086,754,641","71,924,976,448","430,385",49.70,2/16,16.60,8/15,29.84
85,"1,114,881,606","22,616,648,148","220,555",23.20,6/17,16.40,3/12,19.50
86,"3,447,510,885","89,766,835,645","559,591",36.80,3/15,15.10,10/20,22.76
87,"1,821,839,022","31,877,593,649","311,647",23.00,3/31,10.10,9/01,16.07
88,"1,627,728,741","22,242,813,420","265,114",18.50,5/11,8.70,2/06,12.25
89,"1,417,693,572","18,480,813,665","242,340",18.40,2/21,3.78,12/30,10.36
90,"505,028,113","1,729,887,734","72,515",5.85,2/20,1.63,11/30,3.26
91,"2,853,940,903","14,302,987,707","304,224",6.60,6/17,2.30,1/04,4.41
92,"3,612,957,157","22,850,469,434","442,556",11.50,12/26,3.84,5/05,5.66
93,"1,065,524,201","12,152,106,087","175,671",14.70,2/20,8.85,8/18,10.64
94,"298,149,169","2,584,534,471","60,366",11.70,1/03,5.80,10/28,7.94
95,"1,057,902,223","9,560,959,441","180,638",12.20,12/19,5.00,3/22,7.37
96,"1,375,886,958","15,553,632,190","249,932",13.90,7/19,8.70,3/05,10.51
97,"2,302,470,452","30,584,012,025","436,362",21.00,5/23,5.56,10/29,11.71
98,"1,709,590,967","17,015,809,734","316,613",12.05,6/02,6.50,3/03,9.45
99,"1,853,365,488","27,501,213,942","316,113",20.20,10/28,8.90,2/06,13.72
100,"594,601,821","9,416,627,729","144,384",19.65,1/05,8.00,12/20,13.83
101,"213,098,972","2,190,670,297","59,557",12.55,3/02,8.31,11/05,9.68
102,"245,762,761","2,831,224,098","63,337",13.90,8/06,8.83,4/09,10.96
程蔼基,ら戳,程基,ら戳
49.70, 84/2/16,1.63, 90/11/30
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
