"1410 玭琕 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"516,551,325","44,674,712,686","251,913",115.00,5/25,51.50,1/17,83.31
81,"302,481,287","23,323,686,253","145,183",96.50,2/24,50.00,12/29,75.51
82,"447,256,037","29,066,350,956","175,628",90.00,4/07,42.80,1/08,62.69
83,"280,330,040","16,218,571,766","97,739",75.00,1/07,41.50,11/02,55.70
84,"421,846,158","14,903,921,042","115,506",56.00,1/05,23.00,8/14,36.63
85,"533,143,801","19,850,894,564","147,095",42.20,7/25,30.50,1/06,35.77
86,"473,490,938","20,003,526,303","137,961",56.00,4/10,25.30,10/20,37.22
87,"706,884,794","26,774,227,639","185,745",51.50,4/13,25.40,9/01,34.12
88,"363,948,295","9,619,749,221","67,620",34.00,12/28,17.50,2/05,25.82
89,"392,389,406","15,905,593,945","97,943",55.50,3/09,5.25,11/24,22.20
90,"52,872,665","349,833,584","14,514",9.95,2/20,3.60,11/29,5.78
91,"96,849,212","663,310,949","22,731",9.95,4/09,3.68,10/08,6.15
92,"168,549,328","1,296,901,930","26,998",9.70,6/06,6.00,9/15,7.23
93,"115,852,408","1,026,678,283","23,703",10.95,2/12,5.40,8/18,7.30
94,"29,026,057","183,431,490","7,386",8.20,1/04,4.55,10/21,5.87
95,"120,187,992","932,686,887","24,261",9.92,12/01,4.36,3/24,6.54
96,"122,052,510","1,681,246,244","27,889",20.80,10/01,8.14,3/14,13.52
97,"85,828,080","1,376,430,883","24,362",28.65,4/18,7.18,10/28,15.88
98,"162,865,678","2,217,044,610","38,669",19.95,12/31,7.45,3/03,12.87
99,"147,975,475","2,920,527,473","46,698",25.20,11/09,13.65,2/06,17.22
100,"49,170,463","902,525,656","16,687",24.50,1/04,14.30,9/28,17.46
101,"236,130,699","5,547,119,472","86,924",29.80,9/25,13.75,7/17,18.66
102,"159,289,095","3,812,699,973","59,545",27.25,1/07,19.95,8/22,22.71
程蔼基,ら戳,程基,ら戳
115.00, 80/5/25,3.60, 90/11/29
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
