
"103年01月 07日  個股日本益比、殖利率及股價淨值比 (依證券代碼排序查詢)"
"證券代號證券名稱本益比殖利率(%)股價淨值比"
"3030","德律","11.08","10.19","1.96"
"3031","佰鴻","-","0.00","1.42"
"3032","偉訓","34.89","1.91","1.02"
"3033","威健","12.91","6.38","1.53"
"3034","聯詠","15.50","4.49","3.24"
"3035","智原","20.30","4.90","2.48"
"3036","文曄","9.97","5.75","1.09"
"3037","欣興","17.28","4.61","0.81"
"3038","全台","-","0.00","0.70"
"3040","遠見","32.97","1.03","1.21"
"3041","揚智","10.02","6.46","1.55"
"3042","晶技","11.38","5.87","1.45"
"3043","科風","-","0.00","2.16"
"3044","健鼎","12.18","4.52","1.16"
"3045","台灣大","16.45","5.78","4.75"
"3046","建碁","-","0.00","0.83"
"3047","訊舟","16.36","4.68","1.11"
"3048","益登","13.06","3.45","1.06"
"3049","和鑫","19.09","0.00","1.52"
"3050","鈺德","347.00","0.00","0.54"
"3051","力特","4.43","0.00","1.97"
"3052","夆典","15.08","4.77","1.84"
"3054","萬國","10.64","0.00","1.99"
"3055","蔚華科","-","2.56","0.57"
"3056","總太","3.02","4.81","1.69"
"3057","喬鼎","22.35","0.90","3.42"
"3058","立德","11.83","11.23","0.93"
"3059","華晶科","163.57","4.28","0.85"
"3060","銘異","102.66","2.58","6.80"
"3061","璨圓","-","0.00","0.87"
"3062","建漢","63.77","0.44","2.15"
"3090","日電貿","13.24","5.24","1.67"
"3094","聯傑","29.73","4.48","1.49"
"3130","一零四","15.91","4.17","3.21"
"3149","正達","-","2.49","1.15"
"3164","景岳","50.12","1.23","2.86"
"3167","大量","30.19","6.32","2.22"
"3189","景碩","13.80","3.04","1.82"
"3209","全科","16.35","4.02","1.43"
"3229","晟鈦","-","0.00","3.87"
"3231","緯創","8.90","8.08","0.91"
"3257","虹冠電","26.96","2.35","3.76"
"3296","勝德","-","3.13","1.47"
"3305","昇貿","11.41","5.35","1.05"
"3308","聯德","-","0.00","1.08"
"3311","閎暉","14.03","9.86","1.08"
"3312","弘憶股","15.16","2.90","0.96"
"3315","宣昶","62.59","10.06","0.79"
"3338","泰碩","17.80","3.71","3.17"
"3356","奇偶","19.62","4.18","6.48"
"3376","新日興","15.26","5.79","1.42"
"3380","明泰","16.59","5.02","1.19"
"3383","新世紀","-","0.00","0.99"
"3406","玉晶光","-","2.26","1.05"
"3419","譁裕","-","4.05","1.29"
"3432","台端","-","0.00","0.82"
"3443","創意","36.92","3.91","3.17"
"3450","聯鈞","13.73","2.65","3.12"
"3454","晶睿","17.45","3.33","6.14"
"3474","華亞科","23.02","0.00","3.89"
"3481","群創","30.56","0.00","0.52"
"3494","誠研","-","0.00","2.45"
"3501","維熹","10.49","6.50","1.18"
"3504","揚明光","18.88","3.48","1.76"
"3514","昱晶","-","0.00","1.09"
"3515","華擎","11.97","7.05","2.16"
"3518","柏騰","258.00","0.62","1.49"
"3519","綠能","-","0.00","1.30"
"3532","台勝科","193.33","0.29","1.45"
"3533","嘉澤","11.38","6.66","1.00"
"3535","晶彩科","-","0.00","1.08"
"3536","誠創","-","0.00","1.55"
"3545","旭曜","14.15","1.43","2.27"
"3550","聯穎","25.41","2.70","0.73"
"3557","嘉威","-","0.00","0.67"
"3559","全智科","13.71","6.41","1.14"
"3561","昇陽科","-","0.00","1.30"
"3573","穎台","-","0.00","0.78"
"3576","新日光","-","0.00","1.81"
"3579","尚志","-","0.00","0.70"
"3583","辛耘","18.88","2.69","2.45"
"3584","介面","-","0.00","1.17"
"3588","通嘉","16.65","5.60","1.56"
"3591","艾笛森","-","2.34","1.15"
"3593","力銘","-","0.00","1.05"
"3596","智易","11.13","2.02","1.34"
"3598","奕力","12.29","2.50","1.43"
"3605","宏致","24.32","5.14","0.79"
"3607","谷崧","11.27","6.24","0.94"
"3617","碩天","14.55","5.29","1.80"
"3622","洋華","-","1.59","0.48"
"3638","F-IML","9.09","5.02","1.21"
"3645","達邁","36.48","3.86","1.73"
"3653","健策","43.91","2.48","2.00"
"3665","F-貿聯","18.41","2.93","2.94"
"3669","圓展","-","1.97","0.94"
"3673","F-TPK","4.04","12.15","1.25"
"3679","新至陞","13.94","5.71","0.96"
"3682","亞太電","20.74","4.56","1.45"
"3686","達能","-","0.00","0.98"
"3694","海華","-","0.00","1.13"
"3697","F-晨星","38.09","1.81","5.43"
"3698","隆達","17.77","1.30","1.51"
"3701","大眾控","-","0.00","1.15"
"3702","大聯大","12.01","7.04","1.47"
"3703","欣陸","12.95","4.65","0.50"
"3704","合勤控","44.66","0.00","0.98"
"3705","永信","27.39","3.17","2.69"
"3706","神達","35.99","0.00","0.72"
"4104","佳醫","21.95","3.35","1.15"
"4106","雃博","22.40","1.55","1.75"
"4108","懷特","-","0.00","2.35"
"4119","旭富","22.54","5.66","1.98"
"4133","亞諾法","33.95","2.74","2.14"
"4137","F-麗豐","36.20","1.31","16.99"
"4141","F-龍燈","28.33","1.67","1.64"
"4142","國光生","-","0.00","2.47"
"4144","F-康聯","14.88","3.82","2.51"
"4164","承業醫","26.42","3.98","2.15"
"4306","炎洲","12.73","6.52","1.32"
"4414","如興","14.59","3.39","1.18"
"4426","利勤","13.27","3.59","1.88"
"4526","東台","22.03","4.43","1.31"
"4532","瑞智","15.43","5.92","1.99"
"4536","拓凱","20.04","1.92","4.24"
"4722","國精化","13.47","5.60","1.42"
"4725","信昌化","-","1.45","1.23"
"4733","上緯","29.01","2.44","3.45"
"4737","華廣","31.01","1.25","2.66"
"4746","台耀","-","0.00","2.50"
"4755","三福化","10.49","2.09","1.23"
"4904","遠傳","17.71","5.58","2.91"
"4906","正文","16.43","8.21","1.03"
"4915","致伸","12.30","5.24","1.66"
"4916","事欣科","20.12","32.63","3.40"
"4919","新唐","20.84","6.23","2.05"
"4930","燦星網","-","0.00","0.76"
"4934","太極","-","0.00","2.12"
"4935","F-茂林","18.15","3.65","0.88"
"4938","和碩","10.12","3.85","0.87"
"4942","嘉彰","10.67","5.05","0.81"
