"2355 穛腜 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
85,"78,448,063","4,338,314,736","25,429",61.00,11/23,32.10,10/14,54.21
86,"983,821,445","105,144,893,070","367,831",180.00,6/19,56.50,1/06,98.25
87,"1,228,994,660","114,311,820,604","449,485",141.50,2/24,63.00,12/21,88.55
88,"921,339,078","52,575,450,290","341,349",77.50,7/02,38.10,2/03,54.28
89,"1,153,103,200","56,766,722,243","387,172",72.00,4/14,18.30,12/22,44.41
90,"2,039,530,454","61,460,640,054","525,154",44.70,12/13,18.10,1/02,28.29
91,"1,507,513,397","53,662,940,343","419,583",49.80,4/17,22.40,10/08,32.97
92,"813,797,154","19,721,120,512","209,693",29.80,1/15,18.70,5/02,23.19
93,"687,075,824","16,755,167,857","172,551",29.00,3/08,17.50,8/05,21.94
94,"447,028,158","8,338,414,866","114,484",23.10,12/29,14.70,8/31,17.87
95,"733,110,181","16,375,265,089","172,260",25.50,5/16,19.45,8/07,21.48
96,"1,537,519,560","44,823,953,341","396,845",36.60,9/04,22.10,1/10,28.51
97,"289,510,678","6,233,840,215","96,093",28.50,1/02,8.70,11/21,20.14
98,"795,576,309","17,551,633,312","231,293",30.35,12/09,9.37,1/20,18.40
99,"479,870,649","12,306,916,148","162,877",30.00,1/05,21.15,5/26,24.71
100,"175,597,441","4,041,566,194","70,690",26.25,1/14,16.85,8/09,21.78
101,"688,351,123","20,682,777,582","262,371",38.75,9/04,19.25,1/02,29.21
102,"731,898,532","33,107,953,102","360,550",60.20,8/09,29.90,1/29,43.68
程蔼基,ら戳,程基,ら戳
180.00, 86/6/19,8.70, 97/11/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
