"2114 鑫永銓 年度成交資訊(元,股)"
年度,成交股數,成交金額,成交筆數,最高價,日期,最低價,日期,收盤平均價
99,"891,268","30,969,892",399,35.90,12/29,33.10,12/31,34.32
100,"164,204,884","9,062,529,106","86,089",75.80,7/15,32.00,1/27,51.74
101,"65,764,127","4,599,718,680","43,494",90.90,12/10,52.40,1/04,66.80
102,"31,150,362","2,623,836,350","22,365",92.10,4/03,75.80,8/28,82.73
近年最高價,日期,近年最低價,日期
92.10, 102/4/03,32.00, 100/1/27
說明：          1. 本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。
