"2910 参烩 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
85,"2,000","89,600",2,46.30,12/31,43.30,12/30,44.80
86,"49,090,410","3,305,860,625","21,241",108.50,7/11,49.50,1/04,67.93
87,"38,810,285","2,482,446,411","14,433",76.50,4/16,44.70,12/21,60.70
88,"24,199,748","1,209,271,589","5,045",54.50,5/13,38.90,8/06,46.47
89,"2,854,472","124,693,301","1,405",49.80,1/14,34.60,11/22,43.70
90,"37,182,749","1,460,372,765","1,503",43.90,7/06,29.90,1/17,37.77
91,"14,304,106","404,459,603",639,42.00,1/30,20.70,9/17,29.99
92,"17,745,007","383,960,223",883,34.00,1/16,17.90,10/06,22.57
93,"4,555,731","101,846,663","2,284",38.40,3/11,18.30,8/06,23.12
94,"14,293,858","330,268,805","1,512",43.35,8/10,20.00,4/28,26.50
95,"4,946,574","129,501,326","1,219",39.90,1/04,23.25,8/23,27.31
96,"4,315,578","123,194,683","2,859",41.00,7/27,22.00,8/17,27.76
97,"10,082,078","213,706,385","3,014",41.10,3/25,13.95,10/28,26.59
98,"5,363,817","127,095,582","3,794",31.60,1/05,19.20,2/02,23.57
99,"25,029,477","644,329,946","5,708",32.80,8/09,19.45,2/08,24.68
100,"6,114,866","157,771,940","3,966",32.80,12/29,20.65,3/15,25.44
101,"4,687,954","125,710,857","3,472",43.85,12/26,21.60,6/04,25.46
102,"4,780,531","157,370,752","3,427",39.35,12/30,26.10,3/05,30.83
程蔼基,ら戳,程基,ら戳
108.50, 86/7/11,13.95, 97/10/28
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
