"1440 玭 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"1,099,117,968","43,350,763,227","284,331",53.00,5/07,20.50,1/17,37.67
81,"301,074,690","10,029,546,120","75,645",39.70,3/02,22.00,9/18,31.81
82,"780,038,318","19,581,843,120","145,187",31.80,12/31,18.20,9/16,22.81
83,"3,197,718,919","119,493,966,508","523,877",47.20,12/27,28.80,1/14,36.03
84,"1,706,532,538","52,353,747,288","262,061",43.90,1/20,17.20,11/23,28.87
85,"1,481,010,014","33,962,482,826","253,689",27.30,6/28,16.60,3/13,21.59
86,"1,577,324,612","37,532,145,663","275,565",29.00,3/20,15.70,10/28,21.52
87,"797,111,399","12,475,272,067","129,954",19.30,4/03,10.95,9/01,15.08
88,"984,403,716","12,252,861,918","132,096",16.90,5/05,8.50,12/22,11.00
89,"508,757,691","4,204,503,652","68,165",12.40,2/21,2.89,11/21,6.97
90,"316,323,730","1,264,739,969","39,934",5.90,1/29,2.80,7/18,3.76
91,"1,643,616,977","10,009,484,922","160,905",8.00,6/18,3.46,1/02,5.61
92,"2,484,953,680","21,291,290,601","264,662",11.00,11/05,5.45,4/30,7.94
93,"2,096,974,249","22,499,686,912","268,959",12.90,2/11,7.90,7/23,9.92
94,"539,781,708","4,968,027,366","90,680",11.75,1/03,6.40,10/28,8.04
95,"1,540,783,826","17,556,779,807","221,861",16.80,12/27,5.69,3/28,7.99
96,"2,088,807,908","33,498,234,273","372,204",19.50,10/01,11.35,12/21,15.35
97,"1,473,819,261","21,042,433,015","300,618",19.30,4/17,5.01,10/28,11.94
98,"2,191,782,051","23,681,110,592","375,056",14.10,7/09,5.88,3/03,10.07
99,"2,489,472,958","42,798,717,014","513,404",24.20,11/10,10.80,2/06,15.59
100,"1,096,769,289","18,737,700,828","311,954",23.70,1/05,9.30,12/20,16.50
101,"881,601,655","11,742,833,437","242,565",16.05,3/07,10.05,1/02,12.91
102,"1,315,776,465","24,927,879,333","372,741",23.80,10/08,13.60,6/21,16.47
程蔼基,ら戳,程基,ら戳
53.00, 80/5/07,2.80, 90/7/18
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
