"1436 地ね羛 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"892,732,441","28,405,094,533","292,928",45.70,5/07,17.50,1/16,31.17
81,"329,500,229","8,666,179,162","94,779",34.00,2/10,12.20,12/29,23.42
82,"659,294,497","11,067,776,360","128,869",22.20,4/07,11.05,1/08,15.59
83,"772,061,476","17,700,050,929","166,712",31.40,9/13,16.50,3/22,21.93
84,"431,331,811","9,331,838,939","97,371",28.40,3/17,11.20,8/15,18.37
85,"666,966,283","11,188,487,604","117,703",19.20,5/15,12.50,3/12,15.99
86,"1,125,570,107","33,454,884,160","173,163",38.00,8/20,16.90,1/04,30.13
87,"460,321,566","10,899,191,623","63,665",53.00,6/30,9.95,12/19,32.69
88,"373,226,446","4,413,569,970","55,858",13.90,4/06,7.40,12/01,10.16
89,"277,964,285","2,440,657,900","40,014",16.50,2/22,2.89,11/20,6.52
90,"37,646,149","175,495,512","7,071",6.25,6/06,2.52,7/18,4.36
91,"52,334,800","257,316,586","8,442",6.50,4/26,3.72,12/12,4.79
92,"114,022,590","873,737,700","22,412",10.15,8/19,5.35,1/02,7.44
93,"145,482,135","1,211,925,233","24,823",10.80,3/15,6.20,6/18,7.58
94,"103,497,171","726,946,766","15,918",8.95,1/06,5.43,9/27,6.76
95,"72,653,378","700,445,265","12,830",12.85,12/11,6.80,2/13,8.64
96,"63,483,533","745,412,617","14,277",14.95,7/19,9.04,12/24,11.39
97,"92,368,768","959,574,381","18,549",13.60,4/18,6.34,7/21,8.93
98,"74,627,007","607,889,758","17,069",9.59,10/23,6.52,3/31,7.92
99,"66,901,840","593,931,033","14,204",10.55,11/10,8.00,2/06,8.74
100,"79,476,690","860,368,046","15,468",14.00,9/07,8.60,3/17,10.27
101,"68,076,561","1,128,370,646","19,283",56.90,11/14,11.80,1/03,29.82
102,"27,793,229","1,528,049,895","4,705",69.90,5/22,49.10,6/25,54.02
程蔼基,ら戳,程基,ら戳
69.90, 102/5/22,2.52, 90/7/18
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
