"3021 翬 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
91,"94,862,362","3,210,189,065","41,916",63.50,8/26,20.10,12/20,34.83
92,"323,556,015","5,596,914,782","97,606",28.30,1/24,11.60,9/05,16.92
93,"314,185,321","2,894,566,406","62,940",17.00,2/02,0.85,8/20,7.19
94,"15,416,257","21,861,791","2,196",2.15,6/03,0.78,9/23,1.23
95,"17,467,132","30,739,220","3,016",12.20,12/29,0.67,4/03,3.34
96,"5,428,317","50,452,615","2,596",12.50,3/01,7.01,6/12,9.30
97,"6,525,389","55,570,392","1,943",10.25,4/29,5.90,12/31,8.26
98,"24,578,769","290,533,823","9,217",15.95,12/17,6.20,1/05,9.18
99,"30,768,000","436,689,438","13,173",16.15,8/05,11.65,12/17,13.40
100,"6,220,349","64,759,016","3,359",12.20,1/03,9.20,8/11,10.56
101,"23,161,767","332,365,168","8,979",17.60,4/18,9.30,1/10,13.26
102,"39,197,967","454,809,276","12,946",13.80,5/24,10.00,10/14,11.39
程蔼基,ら戳,程基,ら戳
63.50, 91/8/26,0.67, 95/4/03
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
