"2540 稲狶 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
88,"90,552,221","1,655,789,655","18,837",21.30,5/05,11.70,12/24,17.58
89,"136,117,298","1,012,992,036","19,212",18.00,2/15,0.97,11/21,7.80
90,"483,057,079","397,815,669","28,800",4.20,2/27,0.28,10/17,1.44
91,"2,370,673,483","5,139,295,789","148,176",4.36,4/29,0.66,1/02,1.89
92,"1,272,119,501","2,191,882,519","83,868",2.85,1/27,0.41,6/03,1.25
93,"438,222,989","707,518,081","22,445",2.97,2/12,0.35,12/07,1.01
94,"28,712,727","76,763,561","5,781",4.69,2/18,0.46,1/14,2.83
95,"7,226,666","17,930,610","2,588",3.93,12/11,1.30,4/13,2.14
96,"8,856,388","20,145,761","2,600",3.16,1/09,1.30,8/29,2.12
97,"885,884","2,630,027",485,12.00,3/06,0.94,1/11,6.73
98,"860,392","5,493,658",672,8.60,9/04,3.55,4/17,6.49
99,"433,634","3,644,972",678,11.20,2/23,6.95,11/23,8.40
100,"99,594","757,901",233,10.05,1/27,4.65,5/19,7.36
101,"61,305","369,917",100,6.83,2/17,5.16,2/07,6.16
102,"3,400,522","98,821,151","2,523",73.80,12/20,5.58,4/11,31.28
程蔼基,ら戳,程基,ら戳
73.80, 102/12/20,0.28, 90/10/17
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
