"1103 古猟 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"876,466,249","49,372,591,917","294,365",75.00,6/20,35.70,1/17,55.69
81,"315,672,163","16,630,018,381","92,959",63.50,1/27,34.80,12/29,49.75
82,"361,142,472","14,686,078,129","86,762",45.70,12/31,32.80,1/07,39.28
83,"419,757,519","16,888,603,851","74,233",54.00,1/08,29.80,11/29,37.90
84,"1,242,890,609","42,425,256,387","228,361",46.60,2/15,18.40,8/15,28.98
85,"868,283,237","21,748,236,704","155,514",29.30,7/02,19.90,3/06,24.11
86,"1,169,461,075","30,715,532,926","196,254",32.50,3/15,19.30,10/29,24.50
87,"886,658,168","19,281,198,170","143,292",27.00,4/09,15.00,12/31,21.13
88,"424,664,424","5,548,970,615","80,730",15.60,10/04,9.60,12/27,12.29
89,"287,852,369","3,049,182,136","52,106",14.95,2/22,5.95,11/21,8.93
90,"105,723,158","743,822,634","15,642",8.50,2/21,5.70,10/09,6.82
91,"1,225,165,052","15,995,871,010","171,374",16.80,12/11,7.00,1/29,10.62
92,"2,224,838,357","37,453,050,483","350,459",22.90,11/06,11.10,5/02,16.39
93,"1,667,913,609","30,461,266,247","258,565",23.70,3/03,12.85,5/17,16.85
94,"370,126,747","4,994,488,199","65,426",15.90,1/03,10.65,4/21,13.38
95,"1,077,594,974","20,412,875,496","216,919",23.00,12/01,12.30,3/01,16.76
96,"1,688,968,561","44,007,782,418","376,262",35.00,10/01,18.00,12/21,23.59
97,"736,219,870","17,132,695,935","210,791",33.55,4/17,8.07,10/28,20.51
98,"784,245,674","13,030,258,214","208,481",20.50,10/14,10.80,3/03,15.68
99,"485,140,859","7,831,374,877","125,452",18.90,1/05,12.45,5/25,15.38
100,"501,731,407","8,666,180,120","131,292",20.30,7/22,11.15,12/20,16.34
101,"183,765,045","2,531,972,776","51,860",15.70,10/05,11.60,1/09,13.52
102,"164,282,718","2,415,926,032","52,091",16.50,12/05,12.80,4/16,14.20
程蔼基,ら戳,程基,ら戳
75.00, 80/6/20,5.70, 90/10/09
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
