"1452 Щ痲 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
81,"557,000","23,670,500",420,43.40,12/29,40.60,12/28,41.30
82,"760,576,796","62,477,171,451","156,142",136.50,11/05,38.00,1/06,73.81
83,"365,822,007","16,905,504,196","107,246",70.00,1/07,28.80,10/13,45.53
84,"759,109,587","25,836,284,120","184,326",54.50,4/06,20.30,8/28,32.24
85,"1,221,043,406","35,524,035,851","197,074",36.90,6/26,19.40,3/13,27.03
86,"1,139,438,436","42,489,068,766","234,542",56.00,4/28,26.20,1/06,35.81
87,"604,674,161","19,204,221,235","129,155",39.80,3/09,21.10,12/31,30.93
88,"600,763,998","11,686,474,032","113,412",27.90,4/28,9.50,12/17,16.81
89,"338,971,424","3,444,501,546","55,047",15.90,2/21,2.71,11/23,7.97
90,"293,450,302","1,411,010,572","41,237",6.50,4/10,2.75,7/19,4.36
91,"372,896,370","2,756,057,012","51,838",10.45,3/27,5.20,10/15,6.84
92,"619,190,385","4,607,998,967","76,851",11.20,1/24,4.09,5/02,6.56
93,"516,514,995","4,026,419,938","69,474",9.40,2/11,5.45,7/22,7.14
94,"126,275,509","763,439,274","18,858",7.40,1/04,4.42,4/18,5.65
95,"66,469,647","424,572,839","13,230",7.70,12/29,4.88,3/29,5.93
96,"379,635,172","3,936,712,699","69,030",13.45,7/24,7.13,1/08,9.68
97,"113,880,458","1,015,509,331","23,543",11.65,3/06,4.70,10/28,7.83
98,"55,568,675","416,705,023","15,571",9.25,12/24,5.01,3/04,6.80
99,"368,639,340","5,183,830,827","86,964",18.50,12/27,7.76,2/06,12.47
100,"133,488,448","2,055,771,564","38,058",19.15,2/08,7.76,12/20,13.24
101,"50,723,802","484,671,040","14,812",11.00,2/16,8.21,7/17,9.27
102,"81,654,229","823,337,827","22,566",11.30,12/26,9.35,8/28,9.90
程蔼基,ら戳,程基,ら戳
136.50, 82/11/05,2.71, 89/11/23
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
