"2901 猋猋 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"191,301,303","24,223,105,548","98,906",339.00,1/08,81.00,8/21,154.57
81,"346,449,876","38,329,437,117","177,033",153.00,2/10,51.50,9/29,99.92
82,"663,980,788","57,002,187,291","211,385",115.00,8/19,52.50,1/08,83.26
83,"740,463,517","63,842,374,944","149,406",114.50,8/30,48.00,11/01,76.42
84,"135,595,402","6,369,505,094","57,512",70.00,5/24,25.60,8/15,46.85
85,"171,644,245","6,934,288,396","63,906",51.00,12/31,28.50,2/28,38.08
86,"257,006,716","17,896,868,153","71,161",127.00,9/15,46.50,1/04,77.14
87,"342,168,780","26,027,855,957","101,487",126.50,2/27,33.60,12/31,67.81
88,"119,846,071","4,209,079,705","51,132",45.00,7/06,21.30,11/29,32.70
89,"66,890,593","1,609,006,591","26,219",36.40,2/18,13.75,12/01,21.67
90,"58,699,623","1,178,785,260","16,211",25.20,2/13,11.65,10/08,16.62
91,"61,592,055","1,306,109,447","13,806",25.10,5/10,15.20,9/19,18.13
92,"37,900,950","776,605,033","5,788",24.00,10/28,16.70,9/15,18.51
93,"175,743,685","3,313,250,292","23,226",23.60,1/29,14.05,11/30,17.04
94,"95,757,864","1,441,263,820","21,486",17.00,1/04,12.25,10/20,14.00
95,"70,689,313","1,336,300,724","20,202",27.90,12/27,12.95,1/02,17.64
96,"27,632,835","759,811,231","10,467",34.45,7/19,19.70,12/25,26.33
97,"34,903,402","982,326,814","12,924",38.40,4/17,14.20,10/28,23.99
98,"24,433,934","581,516,246","9,674",30.50,6/08,15.30,3/02,22.90
99,"25,826,074","698,600,061","10,446",32.00,8/04,22.50,5/07,26.61
100,"16,041,544","415,793,299","5,510",30.50,1/04,21.65,11/23,25.95
101,"46,675,959","1,746,578,873","20,455",47.45,10/03,24.30,1/13,30.42
102,"12,900,360","510,824,536","7,517",43.50,5/20,35.50,4/30,38.60
程蔼基,ら戳,程基,ら戳
339.00, 80/1/08,11.65, 90/10/08
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
