"1604 羘腳 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"1,278,345,887","40,076,649,244","403,737",41.50,4/12,16.50,1/17,29.38
81,"1,041,712,855","31,086,517,629","246,589",36.60,6/15,21.40,9/18,28.57
82,"1,102,809,882","32,175,579,957","235,316",38.00,12/22,21.80,1/07,27.44
83,"2,369,594,063","88,799,754,729","455,697",45.40,8/27,28.20,3/01,35.38
84,"784,210,995","22,851,068,817","176,958",39.20,1/05,19.30,8/15,27.83
85,"1,372,037,835","35,862,619,754","275,103",30.20,7/02,21.40,1/29,24.90
86,"1,780,179,558","49,254,388,455","336,415",34.50,3/18,18.60,10/28,25.06
87,"838,994,953","21,286,990,839","188,334",29.60,7/31,19.80,1/12,24.40
88,"287,955,176","5,262,676,443","76,079",25.50,1/05,10.30,12/20,16.24
89,"887,629,158","17,401,642,163","205,150",27.50,2/18,10.40,11/21,17.51
90,"663,008,697","8,441,602,424","128,810",17.50,2/09,6.20,9/24,10.58
91,"1,403,675,727","20,494,138,535","231,701",18.30,4/23,8.30,1/02,13.39
92,"2,793,239,067","40,934,432,111","417,167",17.40,11/07,10.25,5/02,13.50
93,"2,888,652,037","37,927,993,366","413,905",16.60,2/10,6.30,12/13,10.56
94,"1,472,767,686","8,618,183,034","199,149",8.00,3/04,3.62,10/20,5.72
95,"1,442,102,314","7,436,005,903","187,922",8.89,12/05,3.15,9/15,4.70
96,"992,882,134","7,379,148,987","177,865",9.27,7/19,5.79,5/03,6.99
97,"799,200,626","4,931,336,501","157,039",8.62,4/30,3.00,11/17,5.51
98,"1,623,035,672","9,071,160,748","245,076",7.30,4/14,3.20,3/03,5.12
99,"851,808,012","5,060,484,522","152,428",9.10,12/29,4.03,5/25,5.74
100,"1,157,671,289","11,600,312,717","243,683",12.35,5/06,7.00,9/26,9.28
101,"676,331,833","6,404,754,036","150,865",10.70,9/21,7.70,4/24,9.25
102,"482,555,682","5,031,309,664","108,369",12.35,12/19,9.29,8/12,10.24
程蔼基,ら戳,程基,ら戳
45.40, 83/8/27,3.00, 97/11/17
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
