"3296 秤紈 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
96,"246,834","13,144,917",176,53.90,12/31,52.50,12/31,53.70
97,"59,519,830","2,006,984,818","28,618",54.40,1/02,11.10,11/21,33.26
98,"223,427,097","6,281,410,432","88,590",38.30,12/29,10.90,1/21,24.64
99,"122,295,676","4,972,409,248","56,257",49.50,4/28,29.00,2/06,40.05
100,"197,295,136","7,028,713,064","83,494",52.70,3/31,15.70,9/26,34.46
101,"209,245,182","4,920,603,199","78,158",28.90,5/08,17.50,1/16,22.25
102,"174,125,934","3,515,334,168","65,925",24.40,6/27,15.80,1/23,19.05
程蔼基,ら戳,程基,ら戳
54.40, 97/1/02,10.90, 98/1/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
