"2371  Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
88,"11,728,528,801","449,828,000,000","2,502,268",46.10,6/09,25.00,2/03,36.36
89,"5,430,368,566","182,683,338,253","1,334,045",47.00,1/11,11.60,11/21,25.61
90,"3,087,318,923","30,910,487,628","529,899",16.00,2/02,4.88,10/08,9.77
91,"5,035,098,717","60,377,855,819","749,837",17.10,4/22,6.00,9/30,10.08
92,"3,401,990,371","27,057,058,761","482,872",9.80,8/19,5.20,5/21,7.61
93,"6,358,124,119","82,909,999,165","959,947",15.10,4/23,8.60,1/02,12.70
94,"3,545,810,047","37,112,055,520","558,967",13.10,1/03,7.45,10/28,10.05
95,"10,662,140,459","136,044,245,128","1,344,405",17.00,12/07,7.05,3/31,11.21
96,"7,856,901,767","123,695,108,746","1,151,697",19.50,7/26,12.30,1/22,15.21
97,"10,254,723,767","148,346,468,000","1,519,875",23.10,3/24,4.75,11/21,12.69
98,"6,795,803,188","52,960,371,976","1,078,035",9.91,5/19,4.95,3/03,7.51
99,"5,837,472,467","40,832,088,108","902,185",8.62,10/07,5.30,8/31,6.71
100,"4,276,239,856","43,332,617,178","752,859",16.80,4/11,6.02,2/15,10.87
101,"3,210,571,929","24,034,505,642","571,074",10.30,2/23,5.62,8/07,7.43
102,"2,196,957,699","17,237,276,147","376,794",8.47,10/15,7.03,4/18,7.72
程蔼基,ら戳,程基,ら戳
47.00, 89/1/11,4.75, 97/11/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
