"1608 地篴 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"511,940,145","38,642,699,858","231,454",100.00,5/01,47.50,1/17,73.47
81,"900,583,829","67,581,302,956","261,115",94.00,6/16,38.00,12/29,66.21
82,"784,493,285","31,090,406,589","212,416",52.00,4/03,27.30,9/07,36.97
83,"1,044,554,808","38,184,804,897","232,653",43.90,2/03,27.80,10/11,35.27
84,"392,923,166","9,849,388,206","97,236",34.30,1/05,17.80,8/25,24.66
85,"956,734,291","23,386,732,336","175,943",28.00,12/31,18.90,3/12,23.27
86,"1,276,679,300","34,844,128,674","234,117",31.50,4/15,17.80,10/28,24.58
87,"534,831,850","10,284,590,739","102,423",23.00,3/12,13.90,9/01,18.38
88,"594,591,103","8,158,433,165","108,181",16.50,5/06,9.75,8/12,13.20
89,"954,625,852","12,215,686,103","154,925",18.00,2/22,2.75,11/22,9.02
90,"711,512,612","3,843,107,624","103,184",8.35,2/13,2.56,9/24,4.49
91,"1,126,972,797","6,230,679,188","125,191",6.90,12/11,3.41,1/17,5.02
92,"1,667,495,172","12,158,757,171","167,161",8.90,1/27,5.55,1/02,7.04
93,"2,019,375,690","19,872,437,008","232,557",12.50,3/15,7.25,8/18,9.05
94,"387,057,183","2,635,342,198","58,403",9.00,1/03,4.41,10/20,6.44
95,"1,691,414,836","16,891,294,255","247,309",13.50,12/26,5.00,3/14,8.03
96,"1,438,351,148","16,636,571,704","228,575",13.80,7/26,9.22,8/17,11.05
97,"1,091,815,620","13,020,346,084","202,599",15.30,4/16,4.35,11/21,9.35
98,"874,495,110","7,699,901,739","144,475",11.60,12/31,4.40,3/03,7.79
99,"935,151,668","10,934,648,540","171,400",13.35,4/15,9.80,5/25,11.25
100,"246,938,116","2,663,626,119","55,513",12.75,1/03,6.80,12/20,10.06
101,"271,501,543","2,598,300,452","60,095",12.50,12/28,7.02,1/13,8.97
102,"228,984,016","2,617,432,259","61,055",12.75,1/02,10.30,10/03,11.28
程蔼基,ら戳,程基,ら戳
100.00, 80/5/01,2.56, 90/9/24
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
