"2438 璣粁 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
89,"114,686,930","2,189,171,950","36,336",37.80,9/11,10.35,12/30,18.92
90,"1,512,020,531","26,877,425,845","365,029",28.70,4/25,7.20,10/08,15.16
91,"1,461,600,954","22,995,593,891","319,373",21.80,4/25,8.45,12/20,13.52
92,"1,251,473,408","14,860,458,787","226,295",15.10,11/17,7.55,5/02,10.72
93,"1,381,361,279","18,322,085,774","223,142",18.30,3/01,7.30,11/01,11.73
94,"2,482,062,776","27,002,252,956","410,590",15.10,7/29,6.60,1/07,10.44
95,"1,219,893,075","14,038,671,847","227,054",13.85,4/20,8.01,9/15,10.50
96,"1,196,055,954","14,314,129,275","232,957",14.25,7/11,7.69,12/18,11.04
97,"715,737,060","3,077,586,378","103,811",9.60,4/11,0.40,11/24,4.93
98,"111,717,188","115,746,323","10,859",2.15,11/02,0.38,2/03,0.91
99,"97,862,845","165,964,657","11,255",6.35,12/16,1.02,5/07,1.56
100,"24,671,296","98,056,386","5,910",6.00,1/20,1.61,11/28,3.62
101,"12,095,223","23,511,159","4,431",4.24,11/26,1.36,7/18,1.99
102,"3,456,925","11,486,393","3,550",4.68,5/24,2.07,12/11,3.13
程蔼基,ら戳,程基,ら戳
37.80, 89/9/11,0.38, 98/2/03
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
