"1806 玜瓁 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
81,"24,977,201","1,990,320,744","11,971",86.50,10/05,65.00,12/29,78.19
82,"431,783,297","39,053,844,434","138,499",125.00,6/05,65.00,7/03,83.69
83,"592,497,689","64,406,833,788","227,690",156.00,5/10,79.50,10/11,103.28
84,"569,429,058","31,458,926,339","162,635",106.50,5/27,39.00,11/10,65.21
85,"898,961,874","35,291,786,582","191,727",50.50,7/29,31.00,8/20,38.12
86,"1,153,165,637","48,384,460,800","204,126",51.00,7/17,32.30,12/01,40.64
87,"738,422,987","28,202,235,136","135,452",45.20,10/28,26.50,9/04,37.47
88,"140,815,644","4,680,303,471","25,820",39.20,3/31,29.70,11/01,32.81
89,"127,644,947","2,979,689,865","25,674",32.70,1/04,5.45,12/30,21.48
90,"767,320,536","4,163,998,396","103,690",9.65,3/27,1.77,10/08,4.29
91,"713,065,243","2,875,171,576","76,313",5.80,4/25,2.20,9/09,3.36
92,"714,762,765","5,443,538,730","103,275",11.00,12/29,2.88,5/02,5.57
93,"898,474,104","9,140,938,436","148,675",14.15,3/19,5.10,8/19,8.79
94,"341,112,366","2,632,300,362","57,000",9.70,1/07,5.21,10/28,6.84
95,"929,552,338","11,344,707,430","161,960",18.90,12/26,5.63,3/17,8.41
96,"1,108,463,826","19,889,315,712","263,850",21.40,7/19,11.50,12/18,16.85
97,"558,995,528","8,010,449,665","149,997",19.45,5/23,5.78,10/28,12.88
98,"1,096,352,444","16,357,184,536","260,114",22.30,12/10,6.02,3/03,11.48
99,"2,059,947,139","49,791,420,811","575,058",33.85,8/25,16.65,2/06,23.10
100,"639,737,136","14,041,002,848","214,479",25.90,4/12,11.20,12/20,20.16
101,"360,791,181","4,753,619,421","112,046",16.95,3/05,9.87,11/05,12.17
102,"379,783,869","4,526,698,282","110,698",14.40,10/29,9.38,6/25,11.32
程蔼基,ら戳,程基,ら戳
156.00, 83/5/10,1.77, 90/10/08
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
