"2317 翬 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
80,"103,974,469","7,498,989,788","50,878",95.50,7/20,44.90,6/18,64.99
81,"180,651,522","10,144,942,026","62,934",75.00,3/17,37.50,9/29,58.67
82,"187,794,945","9,611,865,531","57,724",74.00,12/31,39.00,9/04,48.65
83,"328,875,240","27,133,304,396","100,266",124.00,12/07,50.50,2/28,82.44
84,"420,710,313","40,794,094,293","144,456",123.00,7/13,60.00,11/30,94.13
85,"816,754,683","58,776,022,459","210,782",98.00,11/22,45.80,3/08,68.71
86,"3,669,807,565","689,677,521,163","1,215,879",345.00,7/17,70.00,1/16,178.67
87,"3,555,837,482","662,346,543,207","1,350,442",250.00,2/24,127.00,10/07,182.78
88,"2,037,475,029","423,355,000,000","922,227",316.00,7/03,150.00,2/03,201.55
89,"1,837,578,935","443,649,819,570","811,829",375.00,3/30,146.50,10/19,245.50
90,"1,748,824,599","288,843,571,222","757,325",219.00,1/31,93.00,9/24,167.90
91,"1,680,855,165","249,519,926,989","682,515",192.00,1/10,100.50,10/14,145.03
92,"1,944,473,006","263,888,279,291","676,134",168.00,7/28,97.50,4/28,131.24
93,"1,943,705,979","257,005,215,955","640,607",157.00,1/28,107.50,8/30,131.60
94,"2,218,745,997","347,482,781,001","723,989",187.50,7/21,134.00,1/14,156.48
95,"3,028,658,119","626,282,074,105","1,231,818",243.00,11/23,176.50,8/23,208.13
96,"3,984,569,769","937,297,306,395","1,751,419",300.00,6/21,169.00,12/17,238.71
97,"7,774,131,862","1,031,922,103,826","3,360,786",202.00,1/02,52.60,11/21,141.22
98,"9,732,732,715","986,274,513,084","3,960,477",151.50,12/31,58.40,1/21,105.91
99,"7,150,418,207","900,982,359,140","3,067,755",155.50,1/05,106.00,9/09,126.81
100,"8,822,440,920","780,479,430,167","3,672,595",126.50,2/08,61.50,8/25,92.89
101,"10,423,266,047","963,562,343,360","3,986,743",117.00,3/29,79.00,8/03,92.08
102,"8,881,721,023","697,643,020,661","3,633,649",89.90,1/02,68.80,6/21,78.46
程蔼基,ら戳,程基,ら戳
375.00, 89/3/30,37.50, 81/9/29
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
