"2397 ね硄 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
89,"181,142,227","15,987,705,833","98,708",156.00,4/12,21.00,12/30,74.63
90,"856,811,103","37,124,205,543","308,474",64.50,4/02,20.00,1/02,42.55
91,"320,646,364","12,144,647,508","120,932",51.00,1/09,14.80,12/31,28.29
92,"176,118,274","3,262,506,788","50,164",23.00,7/31,14.10,5/02,16.88
93,"57,686,850","990,044,022","17,138",19.50,2/27,13.10,9/21,16.38
94,"210,501,430","6,083,783,429","74,560",40.40,11/29,14.95,1/14,24.89
95,"123,945,763","6,192,752,111","44,009",65.40,10/27,34.60,2/23,50.24
96,"189,478,392","17,145,590,979","99,627",138.00,7/25,58.00,1/16,88.16
97,"106,788,931","6,940,417,191","61,309",91.50,4/16,27.00,11/21,61.32
98,"149,953,470","6,370,518,682","80,980",52.10,8/04,32.20,3/03,40.20
99,"54,360,274","1,912,436,004","31,400",44.90,1/04,27.05,11/26,33.87
100,"30,550,416","809,980,554","16,189",30.80,1/19,19.75,11/30,25.72
101,"28,342,425","651,367,373","12,489",24.80,12/28,20.75,1/16,22.77
102,"92,745,192","2,872,027,813","42,628",38.55,12/30,24.60,1/09,30.42
程蔼基,ら戳,程基,ら戳
156.00, 89/4/12,13.10, 93/9/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
