"3013 晟銘電 年度成交資訊(元,股)"
年度,成交股數,成交金額,成交筆數,最高價,日期,最低價,日期,收盤平均價
91,"31,311,368","932,096,318","12,550",37.50,9/18,21.20,12/31,27.22
92,"163,671,001","3,226,813,542","48,157",25.50,1/14,14.50,9/26,18.97
93,"240,067,271","4,201,205,256","52,011",23.00,2/19,11.55,9/20,16.00
94,"162,282,658","2,029,590,156","37,662",14.40,7/22,9.95,9/02,12.31
95,"280,706,424","3,445,130,771","50,841",14.00,6/06,10.00,8/09,12.03
96,"466,539,889","6,539,687,219","88,231",16.70,7/24,9.90,12/21,12.97
97,"92,121,960","955,922,145","23,928",11.90,1/15,7.78,11/20,10.03
98,"255,482,843","2,470,450,519","58,023",11.65,12/21,7.80,7/13,9.12
99,"962,998,150","23,403,096,231","295,061",37.75,12/28,10.50,1/06,23.90
100,"816,063,457","35,029,165,028","338,038",66.50,6/02,18.20,12/09,38.17
101,"364,957,561","9,999,759,742","128,031",34.15,9/04,18.60,1/16,25.84
102,"222,238,915","5,121,419,440","85,493",28.95,1/09,19.15,6/17,22.22
近年最高價,日期,近年最低價,日期
66.50, 100/6/02,7.78, 97/11/20
說明：          1. 本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。
