"8078 地腳 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
92,"24,244,769","2,919,556,334","11,491",127.00,12/11,103.00,12/30,116.65
93,"182,841,344","13,689,923,023","71,375",120.00,1/29,41.00,10/27,74.12
94,"1,404,419,087","141,395,037,504","560,108",160.50,12/29,55.00,1/13,94.47
95,"1,838,236,920","292,909,755,596","940,479",246.00,4/14,99.50,12/14,155.94
96,"1,070,577,521","102,959,749,244","523,319",128.50,1/19,63.50,12/18,92.35
97,"744,280,776","32,787,913,986","339,097",83.70,1/04,13.45,11/21,42.97
98,"1,678,354,010","56,184,747,136","635,304",49.55,11/02,17.60,1/06,31.90
99,"1,230,499,093","36,579,262,562","487,413",44.20,1/04,21.15,11/30,29.04
100,"3,062,574,234","117,302,099,763","1,187,413",58.60,12/05,23.20,5/17,33.94
101,"4,168,430,382","165,723,647,667","1,753,297",72.60,2/22,24.80,11/01,39.44
102,"2,247,534,680","88,967,715,237","897,716",50.70,11/06,29.85,4/08,40.63
程蔼基,ら戳,程基,ら戳
246.00, 95/4/14,13.45, 97/11/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
