"1470 参琕 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
88,"18,176,959","374,988,747","9,926",22.00,10/07,18.00,6/22,20.61
89,"7,599,044","144,939,187","2,453",25.00,2/18,7.65,11/13,15.49
90,"2,208,466","15,160,383","1,046",8.65,1/03,5.20,12/03,6.96
91,"6,627,106","50,477,391","1,686",9.60,4/11,5.60,1/28,7.26
92,"2,961,746","18,963,483","1,039",10.20,2/07,5.00,5/21,6.38
93,"4,476,230","29,380,964","1,938",8.40,2/12,4.45,12/29,5.78
94,"1,807,474","6,713,284",623,4.75,1/04,3.00,11/18,3.78
95,"3,556,020","15,284,809","1,314",5.46,5/03,3.29,1/12,4.31
96,"11,091,421","65,563,684","3,058",7.60,7/20,4.39,3/28,5.63
97,"5,711,737","37,599,531","2,107",9.70,12/31,4.35,1/30,6.77
98,"11,213,879","92,486,179","4,180",10.70,12/02,5.75,6/18,7.88
99,"11,078,948","117,689,622","4,413",13.25,4/30,8.51,2/05,10.28
100,"12,245,585","171,337,329","4,657",18.10,5/13,10.45,9/14,12.30
101,"3,977,871","48,854,462","1,312",15.60,3/07,10.90,11/02,12.47
102,"3,241,546","47,538,919","1,004",17.30,11/27,11.35,3/20,14.26
程蔼基,ら戳,程基,ら戳
25.00, 89/2/18,3.00, 94/11/18
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
