"2468 地竒 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
90,"78,693,732","1,253,529,257","24,710",22.20,12/31,7.50,9/24,12.79
91,"147,327,276","2,854,878,824","56,178",24.90,1/31,11.55,10/08,16.30
92,"98,306,682","1,233,758,690","32,244",15.30,7/29,10.20,5/21,11.80
93,"57,749,817","658,758,252","17,395",13.90,2/25,6.80,12/01,10.08
94,"58,934,246","578,453,241","17,103",12.30,7/07,6.85,1/11,8.22
95,"72,641,940","771,662,095","22,085",13.60,12/12,7.65,3/27,9.38
96,"130,175,857","1,987,425,072","39,728",19.20,7/24,12.35,1/31,15.00
97,"43,710,869","562,118,803","15,501",16.15,4/23,5.65,12/03,11.16
98,"72,215,173","951,567,777","24,619",16.85,12/09,6.31,1/19,10.87
99,"305,824,183","5,765,944,111","122,031",24.30,4/29,11.75,2/06,16.79
100,"59,861,007","832,430,236","27,263",16.70,9/08,9.10,12/20,13.18
101,"25,523,987","296,406,289","9,938",13.30,3/28,8.70,11/06,10.61
102,"24,715,979","263,293,864","10,347",11.80,10/11,9.51,2/05,10.26
程蔼基,ら戳,程基,ら戳
24.90, 91/1/31,5.65, 97/12/03
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
