"1530 ㄈ碤 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
89,"3,434,454","30,781,725","1,376",12.35,9/13,7.70,11/21,9.19
90,"8,722,416","88,254,171","3,001",12.75,2/15,5.95,9/21,9.00
91,"46,417,422","663,772,565","13,587",18.00,12/11,8.85,1/30,11.93
92,"272,472,252","7,520,507,774","90,783",46.50,11/20,15.10,1/02,29.47
93,"77,916,492","3,549,339,821","31,589",56.00,3/15,32.80,7/22,42.47
94,"66,492,729","3,303,690,323","30,035",57.80,3/25,43.00,1/14,49.22
95,"35,995,580","2,056,930,791","18,565",72.50,12/15,48.00,1/02,57.91
96,"94,124,166","6,945,594,480","49,034",93.10,1/25,49.20,11/13,74.53
97,"66,609,961","3,040,000,519","36,507",61.00,4/29,20.95,10/28,44.95
98,"102,877,112","2,890,328,157","47,931",38.20,12/15,21.00,1/21,27.73
99,"63,245,941","2,357,309,016","35,751",44.95,4/09,30.60,2/06,35.42
100,"36,026,274","1,228,530,229","20,610",41.00,1/05,21.90,10/03,31.45
101,"44,152,771","1,484,979,482","26,265",38.90,2/10,26.00,1/10,31.11
102,"24,530,094","797,613,385","14,810",36.30,11/01,28.65,8/29,31.44
程蔼基,ら戳,程基,ら戳
93.10, 96/1/25,5.95, 90/9/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
