"2887 穝 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
91,"2,432,408,986","42,117,850,275","369,415",20.50,5/08,12.65,10/11,16.57
92,"5,140,004,709","106,028,191,550","688,914",26.80,12/15,15.50,4/28,19.53
93,"6,914,393,754","196,091,302,234","912,982",33.50,4/21,21.40,8/09,28.16
94,"5,711,134,770","133,437,142,383","798,846",30.60,3/07,16.40,11/07,24.11
95,"6,211,218,541","116,153,669,735","799,327",23.45,5/05,14.60,9/08,18.30
96,"4,700,117,561","77,118,952,674","597,392",21.30,1/03,11.85,12/20,16.58
97,"8,388,057,462","79,120,204,262","931,417",16.50,4/17,3.64,10/28,10.86
98,"15,891,841,329","158,668,501,522","1,894,622",14.80,10/01,4.30,3/03,10.16
99,"6,336,754,282","84,400,508,565","1,021,559",17.60,12/31,9.91,2/08,13.20
100,"6,366,440,407","92,756,725,887","1,043,336",18.30,1/04,9.30,12/20,14.62
101,"6,223,335,190","70,361,537,078","854,649",12.65,3/15,9.99,1/09,11.27
102,"5,430,387,420","71,379,768,135","842,903",15.00,11/25,11.40,1/17,13.25
程蔼基,ら戳,程基,ら戳
33.50, 93/4/21,3.64, 97/10/28
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
