"2880 地玭 Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
90,"224,659,711","4,582,862,173","39,035",21.20,12/20,19.50,12/24,20.26
91,"6,026,928,764","137,860,301,471","912,031",29.20,6/17,14.85,9/30,21.40
92,"6,668,902,160","161,325,761,767","971,565",28.60,1/24,19.50,4/02,23.21
93,"7,071,921,962","199,836,776,546","968,611",33.80,3/05,21.50,8/13,27.46
94,"1,981,003,810","47,610,531,643","339,667",27.40,1/03,19.85,10/28,23.62
95,"2,132,998,103","48,472,491,044","331,318",25.85,5/05,20.40,9/14,22.40
96,"1,643,771,906","38,356,973,377","327,562",25.50,1/03,19.75,8/17,23.05
97,"2,822,186,375","68,866,737,676","553,642",32.35,5/20,13.60,11/21,23.61
98,"2,650,271,653","51,592,832,876","598,442",24.40,6/01,15.25,2/02,19.08
99,"1,614,672,363","32,569,824,745","398,057",24.80,12/31,16.90,5/25,19.65
100,"2,116,654,480","43,176,262,462","510,991",24.80,1/03,16.00,12/19,20.61
101,"2,171,730,938","36,099,915,296","501,163",17.80,3/14,15.00,11/15,16.41
102,"1,599,602,149","27,301,165,323","415,479",17.90,2/20,15.95,8/22,17.06
程蔼基,ら戳,程基,ら戳
33.80, 93/3/05,13.60, 97/11/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
