"6191 弘Θ Θユ戈癟(じ,)"
,Θユ计,Θユ肂,Θユ掸计,程蔼基,ら戳,程基,ら戳,Μ絃キА基
96,"24,472,804","1,177,679,477","11,992",53.40,10/19,39.80,12/18,46.41
97,"86,290,134","2,348,826,182","40,021",44.00,1/02,7.81,11/21,26.38
98,"415,279,723","8,158,746,247","124,907",25.80,12/31,8.97,1/16,16.77
99,"529,770,033","11,940,914,053","165,418",26.70,3/23,17.00,11/08,21.34
100,"249,156,054","4,241,818,733","86,859",20.25,1/03,11.80,12/19,16.31
101,"294,762,810","4,192,840,810","94,551",16.85,3/09,9.30,11/22,12.80
102,"257,301,636","2,721,275,291","70,562",11.70,5/29,9.72,8/22,10.36
程蔼基,ら戳,程基,ら戳
53.40, 96/10/19,7.81, 97/11/21
弧          1. セ参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦
